pos_id,pos_name,client_name
649,Farmacia Sur - Colon,Farmacia Sur
882,Farmacia Sur - Galileos Sur,Farmacia Sur
883,Farmacia Sur - Mendeleiv,Farmacia Sur
650,Farmacia Ichaso,Farmacia Ichaso
651,Farmacia Urquiza 1,Farmacia Urquiza
652,Farmacia Patagonica,Farmacia Patagonica
653,Farmacia Maino,Farmacia Maino
654,Farmacia Sigrist,Farmacia Sigrist
656,Farmacia San Cristobal,Farmacia San Cristobal
657,Farmacia Santecchia,Farmacia Santecchia
658,Santa Cecilia,Santa Cecilia
659,Farmacia Amadei,Farmacia Amadei
661,Klyns,klyns
662,Farmacia Feldman,Farmacia Feldman
663,Farmacia Jujuy,Farmacia Jujuy
664,Farmacia Domecq García,Farmacia Domecq Garcia
666,Farmacia Del Alto 2,Farmacia Del Alto
665,Farmacia farmatel,Farmacia Farmatel
667,Farmacia del Torrión,Farmacia del Puente
669,Droguería del Puente,Farmacia del Puente
668,Mifarma,Mifarma
670,Farmacia de los Andes,Farmacia de los Andes
671,Catriel Zurita,Catriel
841,Catriel Saenz Peña,Catriel
843,Perfumeria Catriel,Catriel
672,Farmacia Anika,Farmacia Anika
673,Neofarma,Farmacia Neofarma
674,Farmacia Calderon,Farmacia Calderon
675,Farmacia Pizzio,Farmacia Pizzio
677,Dasu Madryn,Farmacia Dasu Madryn
676,Farmacia Pasteur,Farmacia Pasteur
679,Farmacia de la Esquina,Farmacia Pasteur
678,Farmacia VQ,Farmacia V Q S C S
680,Avenida Olmos,Avenida Olmos
681,Farmacia Albrecht,Farmacia Albrecht
682,Cura Alvarez,Grupo Impronta
1058,Magna,Grupo Impronta
1059,Las Colonias,Grupo Impronta
1060,Cura Álvarez Plus,Grupo Impronta
1061,Farmacia Paraná,Grupo Impronta
686,Farmacia del pueblo,Nueva Beccar
687,Farmacia Penacca,Farmacia Penacca
692,Farmacia Alemania,Farmacia Penacca
708,Zucolillo,Zucolillo
688,Farmacia Cucit,Farmacia Cucit
693,La Esquina Uno,La Esquina
694,La Esquina dos,La Esquina
695,9 de Julio,La Esquina
696,Mitre,La Esquina
697,Independencia,La Esquina
700,25 de Mayo,La Esquina
701,Chasqui,La Esquina
702,Bolivia,La Esquina
703,Termas,La Esquina
704,Avellaneda,La Esquina
705,Fernandez,La Esquina
706,Oeste,La Esquina
717,Belgrano Centro,La Esquina
718,Belgrano Policlinico,La Esquina
737,Belgrano Cassaffousth,La Esquina
742,Belgrano Principal,La Esquina
746,Belgrano Ruta,La Esquina
978,Bolivia - Perfumería,La Esquina
980,Oeste - Perfumería,La Esquina
981,Fernandez - Perfumería,La Esquina
987,Avellaneda - Perfumería,La Esquina
988,Termas - Perfumería,La Esquina
989,Chasqui - Perfumería,La Esquina
990,25 de Mayo - Perfumería,La Esquina
991,Independencia - Perfumería,La Esquina
996,Mitre - Perfumería,La Esquina
997,9 de Julio - Perfumería,La Esquina
998,La Esquina dos - Perfumería,La Esquina
999,La Esquina Uno - Perfumería,La Esquina
689,Farmacia del rio,Farmacia del Rio
690,Cavatorta,Red Granate
691,Farmacia CMD,Farmacia CMD
709,Todo Farma Gran Sur,Todo Farma
768,Todo Farma Nueva Galvagni,Todo Farma
698,La Elena,La Elena
699,Farmacia,Farmacia
707,Farmacia Bollero,Farmacia Bollero
710,Osvaldini,Osvaldini
712,Farmacia Bertero,Farmacia Bertero
713,Ramos,Farmacia Ramos
715,Quan,Farmacia Quan
716,Farmacia Morandini,Farmacia Morandini
1234,Farmacia Morandini II,Farmacia Morandini
719,Farmacia Fuchs,Farmacia Fuchs
720,Farmacia Querini,Farmacia Querini
721,Oriente 229,Santa Teresa
722,Churubusco,Santa Teresa
724,Ramos Millán,Santa Teresa
725,Sur 4,Santa Teresa
723,Farmacia Arnaldi,Farmacia Arnaldi
726,Farmacia Fal,Farmacia Fal
727,Nallip,Farmalife
728,Anastasi,Farmalife
1030,La porteña de Almagro,Farmalife
1033,Farmalife 2 resistencia,Farmalife
1036,Farmalife 6 Corrientes,Farmalife
2125,Farmalife 5 Corrientes,Farmalife
2126,San José Corrientes,Farmalife
2127,Farmalife 14 Corrientes,Farmalife
2128,Farmalife 2 Corrientes,Farmalife
2224,San Agustin,Farmalife
2225,Santa Catalina,Farmalife
2226,San Pablo,Farmalife
2227,Farmalife 1 CTES,Farmalife
2228,FARMALIFE 3  CTES,Farmalife
2229,Farmalife 4 CTES,Farmalife
2230,FARMALIFE 9  CTES,Farmalife
2231,FARMALIFE 8  CTES,Farmalife
2232,FARMALIFE 10 CTES,Farmalife
2233,FARMALIFE 11 CTES,Farmalife
2234,FARMALIFE 12 CTES,Farmalife
2267,FARMALIFE 18 CTES,Farmalife
2366,Farmalife Hiper,Farmalife
2367,Farmalife 3 resistencia,Farmalife
2368,Farmalife 4 resistencia,Farmalife
2456,Santa Maria,Farmalife
2457,Farmalife 7 corrientes,Farmalife
2458,Farmalife 16 corrientes,Farmalife
2459,Farmalife 17 Corrientes,Farmalife
2460,Farmacia Moderna,Farmalife
2461,Farmacia del sol,Farmalife
2462,Farmacia Integral 2,Farmalife
2463,Farmacia Condor 1,Farmalife
2465,Farmacia Condor 2,Farmalife
2466,Farmacia Condor 3,Farmalife
2467,Farmacia Condor 4,Farmalife
2468,Farmacia Condor 5,Farmalife
2469,Farmacia Pharmaco,Farmalife
2470,Farmacia Costanera,Farmalife
2471,Farmacia Farmalife Posadas,Farmalife
2472,Farmacia Farmalife 2 posadas,Farmalife
2473,Farmacia Itaembe,Farmalife
2474,Farmacia Villafañe,Farmalife
2475,Farmacia La plaza,Farmalife
2476,Farmacia del Norte,Farmalife
2477,Farmacia Farmamas,Farmalife
2478,Farmacia Medifarma,Farmalife
2479,Farmacia Lujan,Farmalife
2569,Farmacia Centro,Farmalife
2570,Farmacia Mi Farmacia,Farmalife
2603,Farmacia Dulac,Farmalife
2604,Farmacia Sellares,Farmalife
2605,Farmacia Feresin,Farmalife
2606,Farmacia Gottero,Farmalife
2607,Farmacia Pasteur,Farmalife
2609,Farmacia El Inca,Farmalife
2610,Farmacia Lencinas,Farmalife
2622,Farmacia Catedral 1 - Parana,Farmalife
2623,Farmacia Catedral 2 - Parana,Farmalife
2624,Farmacia Catedral 3 - Parana,Farmalife
2645,Catedral 1 - Santiago del Estero,Farmalife
2646,Catedral II - Santiago del Estero,Farmalife
2647,Catedral III - Santiago del Estero,Farmalife
2648,Catedral IV - Santiago del estero,Farmalife
2649,Santa rosa - Santiago del Estero,Farmalife
2650,San Francisco,Farmalife
2651,San Juan,Farmalife
2652,Santa Clara,Farmalife
2653,Termas,Farmalife
2654,Farmalife - Santiago del estero,Farmalife
2863,Farmalife San Luis 1,Farmalife
2864,Farmalife San Luis II,Farmalife
2865,Farmalife San Luis III,Farmalife
2866,Farmalife Formosa I,Farmalife
2867,Farmalife Formosa II,Farmalife
2868,Farmalife San Luis IV,Farmalife
2869,Forfar,Farmalife
2870,Pringles,Farmalife
2871,Farmalife Moreno,Farmalife
2872,Farmalife Moreno Anexo I,Farmalife
2873,Farmalife 15,Farmalife
2874,Farmalife Uruguay,Farmalife
2875,Farmalife XX,Farmalife
2876,Farmalife XIX Corrientes,Farmalife
2877,Farmalife - Nueva formosa,Farmalife
2878,Farmalife V Resistencia,Farmalife
3021,Farmalife Pellegrini,Farmalife
729,Farmacia Valentini,Farmacia Valentini
734,Farmacia Karlen,Farmacia Valentini
731,Farmacia Dantoni,Farmacia Dantoni
730,Farmacia Alonso,Farmacia Alonso
732,Farmacia de la Plaza off,Farmacia de la Plaza
733,Farmacia de la Plaza,Farmacia de la Plaza
735,Farmacia Alba,Farmacia Alba
738,Farmacia Formia,Farmacia Formia
739,Farmacia Lanfranchi,Farmacia Lanfranchi
740,Lanin,Farmacia Lanin
741,Farmacia Zentner,Farmacia Zentner
743,Farmacia Novero,Farmacia Novero
747,Farmacia Golf,Farmacia Golf
749,Farmacia Seque,Farmacia Seque
755,Farmacia La Nueva Itati SCS,Farmacia La Nueva Itati SCS
756,Farmacia D¨Agostino,Farmacia D Agostino
757,San Antonio,Farmacia San Antonio
758,Mg Farma,MG Farma
759,Farmacia de la Bahia,MG Farma
760,Farmacia de la Bahia,Farmacia de la Bahia
761,Farmacia de la Bahia 2,Farmacia de la Bahia
763,Nicolino Patire,Nicolino Patire
764,Farmacia Airasca,Farmacia Airasca
765,Farmacia Miculan,Farmacia Miculan
767,1 Congreso 5476,Farmacias Sanchez Antoniolli
769,2  Av. Renault 1916,Farmacias Sanchez Antoniolli
770,3 Mons. Pablo Cabrera,Farmacias Sanchez Antoniolli
771,4 Av. Fuerza Aerea,Farmacias Sanchez Antoniolli
772,5 Defensa 1753,Farmacias Sanchez Antoniolli
773,6 Naciones Unidas,Farmacias Sanchez Antoniolli
774,7 Donato Alvarez,Farmacias Sanchez Antoniolli
776,8 Av. Velez Sarsfield,Farmacias Sanchez Antoniolli
785,9 Av. Leandro N. Alem,Farmacias Sanchez Antoniolli
786,10 Leartes 2484,Farmacias Sanchez Antoniolli
787,11 Av. Vélez Sarsfield,Farmacias Sanchez Antoniolli
788,12 Rosales 5395,Farmacias Sanchez Antoniolli
794,14 Bv. Illia 417,Farmacias Sanchez Antoniolli
795,15 Av. Fuerza Aérea 4730,Farmacias Sanchez Antoniolli
801,16 Gauus 5904,Farmacias Sanchez Antoniolli
813,22 Carestia,Farmacias Sanchez Antoniolli
775,Farmacia Mitre,Farmacia Mitre
777,VillaFarma,Villa Farma
778,Farmacia Pasteur,Farmacia Pasteur - Arroyo
779,Farmacia Reinaldi,Farmacia Reinaldi
780,Farmacia Mazzola,Farmacia Mazzola
781,Farmacia Ruiz Moreno,Farmacia Ruiz Moreno
782,Farmacia Bacca,Farmacia Bacca
789,Farmacia Cordillera,Farmacia Cordillera
783,Farmacia Venier,Farmacia Venier
784,Farmacia Gilli,Farmacia Gilli
1046,Farmacia Aguilera,Farmacia Aguilera
790,Farmacia Fernandez,Farmacia Fernandez
791,Farmacias Gailhou,Farmacias Gailhou
792,Pasteur,Dr Pasteur
793,Pasteur 2,Dr Pasteur
796,Colon de Carhue,Farmacia Colon de Carhue
797,Farmabell - Ascasubi,Farmabell
798,Farmabell - Farmabell Centro,Farmabell
799,Farmacia del Mar,Farmacia del Mar
800,Farmacia Santa Rita,Farmacia Santa Rita
802,Farmacia Quillovil,Farmacia del Quillovil
803,San Martín Concepción,Farmacia San Martín Concepción
806,Farmacia Recalde,Farmacia Recalde
835,Gerlero,Farmacia Gerlero
807,Farmacia Santa Lucia,Farmacia Santa Lucia
815,Dominico,Maga Shop
836,Pierantoni,Pierantoni
837,Farmacia Panacea,Farmacia Panacea
838,Farmacia Panacea Los Frentones,Farmacia Panacea
839,Justino Perez III,Justino Perez  III
840,Farmacia la Capital,Farmacia la Capital
842,Farmacia Miyoko,Farmacia Miyoko
844,Malvetti Benitez,Farmacia Malvetti Benitez
845,Pietribiasi,Farmacia Pietribiasi
846,Farmacia Ituzaingo,Farmacia Ituzaingo
847,Farmacia Centro,Farmacia Centro
848,Farmacia Avenida,Farmacia Avenida
944,Consumed de la Costa,Farmacia Consumed
968,Consumed de la Costa 1,Farmacia Consumed
849,Farmacia Benitez,Farmacia Benitez
850,Farmacia Eandi,Farmacia Eandi
851,Farmacia LNSM,Farmacia La Nueva Santa Maria
852,Castagna,Farmacia Castagna
853,Farmacia Martoglio,Farmacia Martoglio
854,Farmacia del pueblo,Farmacia del pueblo - Entre rios
855,Gz Farma 1,Max Zion
856,Gz Farma 2,Max Zion
857,Gz Farma 3,Max Zion
858,Farmacia Bucci Fuentes,Farmacia Bucci Fuentes
859,Farmacia Fueyo,Farmacia Fueyo
865,Farmacia Vinuesa,Farmacia Vinuesa
866,Mainardi,Farmacia Mainardi
867,Farmacia Paula,Farmacia Paula
868,Farmacia America,Farmacia America
869,Cumbre 2,Cumbre
870,Farmacia STMT,Farmacia STMT
873,Centro,Farmacia Gili
874,Mitre,Farmacia Gili
875,Farmacia Junges,Farmacia Junges
876,Farmacia Raiden,Farmacia Raiden
878,Farmasun,Farmasun
879,Farmacia Leloir 1,Farmacia Leloir
880,Farmacia Leloir 2,Farmacia Leloir
881,Farmacia San Jose,Farmacia San Jose
884,Grilli,Grilli
885,Austral,Austral
886,Farmacia Ferrer,Farmacia Ferrer
887,Perfumeria Ferrer,Farmacia Ferrer
888,Farmacia Ferrer - Perfumería,Farmacia Ferrer
889,Farmacia Dominguez,Farmacia Dominguez
890,Obera,Farmacia Sudamericana
2077,Sudamericana Alem,Farmacia Sudamericana
891,Farmathenea 1,Farmathenea
892,Farmathenea 2,Farmathenea
915,farmacia pasteur,Farmacia Pasteur - Farmacia Pasteur
916,Valdez,Farmacia Mar del Tuyu
930,Farmacia Abdala,Farmacia Mar del Tuyu
932,Farmacia Paz,Farmacia Mar del Tuyu
917,Esencial,Farmared
918,CONGRESO,Grupo Porteñas
919,PUEYRREDON,Grupo Porteñas
920,VILLA FREUD,Grupo Porteñas
921,BALVANERA,Grupo Porteñas
922,SAN FERNANDO,Grupo Porteñas
923,MEDICFARM,Grupo Porteñas
924,FARMACIA RIVADAVIA,DOC SRL
925,FARMACIA DE LA VILLA,DOC SRL
926,Farmacia Di Leo,Farmacia Dileo
927,Farmatodo,Farmacia Farmatodo la Rioja
928,Farmacia Brió,Farmacia Brió
929,Farmacia Domeniconi,Farmacia Domeniconi
931,Farmacia Av. Gran San Juan,Farmacia Gran San Juan
933,Farmacia Ricca,Farmacia Ricca
934,Farmacia Bolognesi,Farmacia Bolognesi
935,Farmacia Ciriaci,Farmacia Ciriaci
936,Farmacia Alquimia,Farmacia Alquimia
937,Del Sol,Farmacia Del Sol
938,Farmacia Del Huayco,Farmacia Del Huayco
939,Rosa Mistica,Farmacia Rosa Mística
940,Farmacia Orense,Farmacia Orense
941,Varela,Farmacia Varela
942,Farmavida,Farmavida
943,Farmacia del Carril,Farmacias de Maipu
963,Farmacia Ozamis,Farmacias de Maipu
945,Colon,Red Colon
946,Valle Viejo,Red Colon
947,Norte,Red Colon
948,Del Parque,Red Colon
949,Catedral,Red Colon
950,Misiones,Red Colon
951,Rivadavia,Red Colon
952,Salta,Red Colon
953,Esquina Express,Red Colon
954,Universitaria,Red Colon
955,Illia,Red Colon
956,Las Mil,Red Colon
957,Castore,Red Colon
958,Castore 2,Red Colon
959,Castore 3,Red Colon
960,Santa Rosa,Red Colon
961,Ortiz de Ocampo,Red Colon
962,Coronel Montes,Red Colon
964,Farmacia Chiappero,Farmacia Chiappero
965,Santa Rita Alvear,Santa Rita Alvear
966,Costamagna,Costamagna
1981,Costa-TurnoMañana,Costamagna
1982,Costa-TurnoTarde,Costamagna
967,Farmacia Osunlar,Farmacia Osunlar
969,Uruguay,Tradicional
1000,Nogoya,Tradicional
1002,Universal,Tradicional
970,Farmacia Orlandi,Farmacia Orlandi
971,Jaquenod I,Farmacia Jaquenod
972,Jaquenod II,Farmacia Jaquenod
973,Dupraz,Farmacia Dupraz
974,Farmacia Benvenutti,Farmacia Benvenutti
975,Anastasini,Anastasini
976,Farmacia Inda,Farmacia Inda
977,Farmacia Bergero,Farmacia Bergero
985,Social 1,Farmacia Social
992,Social 2,Farmacia Social
993,Social 7,Farmacia Social
994,Social 13,Farmacia Social
995,Social 18,Farmacia Social
1008,Social 3,Farmacia Social
1009,Social 4,Farmacia Social
1010,Social 5,Farmacia Social
1011,Social 6,Farmacia Social
1012,Social 8,Farmacia Social
1013,Social 9,Farmacia Social
1014,Social 10,Farmacia Social
1015,Social 11,Farmacia Social
1016,Social 12,Farmacia Social
1017,Social 14,Farmacia Social
1018,Social 15,Farmacia Social
1019,Social 16,Farmacia Social
1020,Social 17,Farmacia Social
1021,Social 19,Farmacia Social
1022,Social 20,Farmacia Social
1023,Social 21,Farmacia Social
1024,Social 24,Farmacia Social
979,A Romano,A Romano
982,Farmacia Ledesma,Farmacia Ledesma
983,Rutini,Rutini
984,Cornalis,Farmacia Cornalis
986,Acuario,Farnacia Acuario
1003,Andrada,Farmacia Andrada
1004,Constanzo,Farmacia y Optica Costanzo
1082,Farmacia Moreno,Farmacia Moreno
1005,Farmacia La Estrella,Farmacia La Estrella
1007,Farmacia San martin,Farmacia San martin - San Martin
1025,Farmacia Turi,Farmacia Turi
1026,La Plaza,Farmacia La Plaza
1027,Farmacia Herrero,Farmacia Herrero
1028,Williner,Williner
1029,Alejandro Senn,Farmacia Alegrandro Senn
1031,Bahia,Farmacia Bahia
1032,Fleming,Farmamía
1034,Carbone,Farmacia Carbone
1035,Inmaculada Concepción,Farmacia Inmaculada Concepción
1037,Cristo Rey,Cristo Rey
1038,Actis - Alesina,Farmacia Actis
1039,Larocca,Farmacia Larocca
1040,Perucchetti,Farmacia Perucchetti
1041,Farmacia Bendita Farma,Farmacia Bendita Farma
1042,Del Cueto,Farmacia del Cueto
1043,Farmacia Ganbatte,Ganbatte
1044,Padre Pio Uno,Padre Pio Uno
1045,Padre Pio dos,Padre Pio Uno
1047,Querol,Farmacias Patagónicas
1048,Farmacia Libertad,Farmacia Libertad
1049,Farmacia Central,Farmacia Central (General Mosconi)
1050,Farmacia Teren,Farmacia Teren
1051,Farmacia Maestro Vidal,Farmacia Maestro Vidal
1053,Farmacia Monteros,Farmacia Monteros
1054,Farmacia Ceri,Farmacia Ceri
1055,Rebora,REBORA
1056,Andrea Cascon,Farmacia Andrea Cascon
1057,Farmacia El Ramal,Farmacia El Ramal
1063,Farmacia Jacobo,Farmacia Jacobo
1064,Crurie,Curie
1069,Austral,Farmacia Austral Salta
1070,Farmacia Moran,Farmacia Moran
1071,Farmacia Sader III,Farmacia Sader
1072,Farmacia Sader II,Farmacia Sader
1073,Farmacia Sader I,Farmacia Sader
1074,Depósito,Farmacias Me. Dicarlo
1075,Farmacia Barrandeguy,Farmacia Barrandeguy
1076,Farmacia Maturi,Farmacia Maturi
1077,Farmacia Berli,Farmacia Berli
1078,Mariana D´Auro,Farmacia Mariana D´Auro
1079,Fittipaldi,Farmacia Fittipaldi
1080,Farmacia Forte,Farmacia Forte
1084,Farmacia Las Lomitas I,Farmacia TYB
1085,Farmacia las Lomitas II,Farmacia TYB
1086,Farmacia Laguna Yema,Farmacia TYB
1087,Farmacia Formosa I,Farmacia TYB
1088,Farmacia Juarez,Farmacia TYB
1089,Farmacia Pirane,Farmacia TYB
1090,Farmacia Fontana,Farmacia TYB
1091,Farmacia Juarez II,Farmacia TYB
1081,Farmacia Kohler,Farmacia Kohler
1083,Farmacia Santa Fe,Farmacia Santa Fe
1092,FARMACIA SMAUNSE (CASA CENTRAL),Farmacia Smaunse
1093,FCIA. UNIVERSITARIA S. ESTERO,Farmacia Smaunse
1094,FARMACIA UNIVERSITARIA I LA BANDA,Farmacia Smaunse
1095,Farmacia Farmanexus,Farmanexus
1096,Farmacia Cussati,Farmacia Cussati
1097,Club Campestre,WeCare Pharma
1098,Tezal,WeCare Pharma
1099,Altamirano,WeCare Pharma
1100,Mi Plaza,WeCare Pharma
1101,Universidad,WeCare Pharma
1102,Zákia,WeCare Pharma
1422,Centro Sur,WeCare Pharma
1446,Fisher,WeCare Pharma
1103,Gogo Farma I,Gogo Farma
1104,León,Isana Health Tech
1106,CDMX,Isana Health Tech
1105,San Francisco I,Farmacia Carrillo
1107,Depósito,Red Medicarlo - Cordoba
1144,Medicarlo Red suc 1,Red Medicarlo - Cordoba
1108,El Prado,Farmacia el Prado
1109,Laguzzi,Farmacia Laguzzi
1110,Giofarma I,Giofarma
1627,Farmalike,Giofarma
1628,Giofarma II,Giofarma
1111,Punilla,Farmacia Punilla
1112,Noya Cosquín,Farmacia Noya
1596,Noya Bialet Masse,Farmacia Noya
1597,Noya Santa Maria,Farmacia Noya
1598,Noya Parque Siquiman,Farmacia Noya
1113,Farmacia Obregon,Farmacia Obregon
1114,Farmacia Jana,Farmacia Jana
1115,Farmacia Don Bosco,Farmacia Don Bosco
1116,Lozano,Farmacia Lozano
1117,Farmacia Stacchiotti S.C.S,Farmacia Stacchiotti S.C.S
1118,Farmacia Ciancia de Depetris,Farmacia Ciancia de Depetris
1119,Tihuatlan,Farmacia San Francisco
1120,Córdoba,Farmacia San Francisco
1121,San Gil Pharma,San Gil Pharma
1122,MC-24 Farmacia,MC-24 Farmacia
1123,Farmapronto,Farmapronto
1124,Farmaplus,Farmacia Farmaplus
1243,Sucusal Mariano Escobedo,Farmacia Satvpafc
2221,Sucursal Luis Procuna,Farmacia Satvpafc
2222,Sucursal Flores,Farmacia Satvpafc
1125,Farmacia Callegari,Farmacia Callegari
1126,Farmacia Ocampo,Farmacia Ocampo
1127,De La Paz,Farmacia de la Paz
1128,Farmadar,Farmacia Farmadar
1129,Farmacia AgosPrueba,Extendeal Demo-MX
1398,Punto de venta mexicano de Juan,Extendeal Demo-MX
1565,Farmacia Extendeal México,Extendeal Demo-MX
1739,Farmacia de Eka CS MX,Extendeal Demo-MX
1880,MX Sofii,Extendeal Demo-MX
1405,Farmacia colombiana de Juan,Extendeal Demo Col
1131,Farmacia San Agustin,Farmacia San Agustin
1130,Farmacia Aimar,Farmacia Aimar
1132,Farmacia Cavallero,Farmacia Cavallero
1133,Farmacia Genesis II,Farmacia Genesis
1134,Farmacia Genesis I,Farmacia Genesis
1135,Roma Norte,Farmacia Herbopharma - Roma Norte
1136,Farmacia Piccili,Farmacia Piccili
1137,Farmacia la Fe,Farmacia La Fe
1138,Farmacia Salud Plus,Farmacia Salud Plus
1139,Mas Cerca Salud,Farmacia Mas Cerca de tu Salud
1140,Farmacia Beri,Farmacia Beri
1141,Farmacia del Angel,Farmacia del Angel
1142,11 de julio,Farmacia 11 de Julio
1143,Farmacia de la Luz,Farmacia de la Luz
1145,Farmapaz,Farmapaz
1146,Farmacia Yacomi I,Farmacia Yacomi
1147,Altimed San Gaspar,Atimed
1148,Altimed Echeverria,Atimed
1149,Farmacia Loyola,Farmacia Loyola
1150,Simas farmacia Amador,Simas farmacia Amador
1151,Farmacia Medical plus,Farmacia Medical plus
1152,Pharmacie,Farmacia Pharmacie
1153,Infonavit Iztacalco,Farmacia Econofarma
1154,San Jose MX,Farmacia San Jose MX
1155,MB Lazaro,MB Servicios Medicos Amplificados
1156,MB Libertad,MB Servicios Medicos Amplificados
1157,MB Santa Mónica,MB Servicios Medicos Amplificados
1158,Gayosso,Farmacia Gayosso
1159,Farmacia Cortemilia,Farmacia Cortemilia
1160,Farmacia Elim,Farmacia Elim
1161,Farmacia Johefsa,Farmacia Johefsa
1162,Farmacias Bell,Farmacias Bell
1163,Farmacia 24/7,Farmacia 24/7
1164,Farmacia Ponso,Farmacia Ponso
1165,CeluFarmaOnline,Celu Farma
1166,Arteaga,Arteaga
1167,Alser,Alser Medica
1168,IMR I,Farmacia IMR
1210,Clínica,Farmacia IMR
1169,Farmacia Camila,Farmacia Camila
1170,Digsa Medica,Farmacias Digsa
1176,Sucursal Progreso,Farmacias Digsa
1244,Sucursal Tlaxcoapan,Farmacias Digsa
1245,Sucursal Tezontepec,Farmacias Digsa
1437,Sucursal Mixquiahuala,Farmacias Digsa
1172,Farmacia Estación Pilara,Farmacia Estación Pilara
1171,Farmacia Santa Eleno,Farmacia Santa Eleno
1173,Farmaahorro,Farmaahorro
1174,Farmacia Difarmel,Farmacia Difarmel
1175,Farmacia Shanics,Farmacia Shanics
1177,Farmacia Vital,Farmacia Vital
1178,Farmacia Cofradia,Farmacia Cofradia
1179,Ascension,Farmacias Hospital
1180,Pasteur,Farmacias Pasteur
1181,Merced,Farmacias Pasteur
1447,CEDIS,Farmacias Pasteur
1182,Farmacia Drdi,Farmacia Drdi
1183,Mazal Stim,Farmacia Mazal
1278,Farmacia Mazal Tlalpan,Farmacia Mazal
1184,Farmacia Guadalupana,Farmacia Guadalupana
1185,Farmacia Altimed zaragoza,Farmacia Altimed - Farmacia Altimed
1186,Farmacia Altimed - Jesus,Farmacia Altimed - Farmacia Altimed
1187,Farmacia Dajosi,Farmacia Dajosi
1188,Farmacia Moctezuma,Farmacia Moctezuma
1189,Farmacia Guimael,Farmacia Guimael
1190,El Carmen farmacia,El Carmen farmacia
1191,Etrueba Distribuciones,Farmacia Etrueba
1192,Tlaco,Farmaenvios
1193,Tellez,Nestares
1194,Yimmo,Farmacia Yimmo
1195,Almacen General,Vilamed
1216,Cap Culiacan,Vilamed
1217,Cap Tijuana,Vilamed
1220,Almacen General - CAP CULIACAN,Vilamed
1196,De La Cruz,Farmacia De La Cruz
1197,Farmacias Bell KM 80,Farmacias Bell Quintana Roo
1198,Farmacias Bell Xcan,Farmacias Bell Quintana Roo
1199,Farmacias Bell Xcan 2,Farmacias Bell Quintana Roo
1200,Farmacias Bell Popolnah,Farmacias Bell Quintana Roo
1201,Farmacias Bell Río Lagartos,Farmacias Bell Quintana Roo
1202,Farmacias Bell Agua Azul,Farmacias Bell Quintana Roo
1203,Farmacias Bell San Francisco,Farmacias Bell Quintana Roo
2903,Farmacias Bell Tzonot,Farmacias Bell Quintana Roo
2904,Farmacias Bell Xcatzin,Farmacias Bell Quintana Roo
1204,Farmacia Osle,Farmacia Osle
1205,Econofarmacia Central,Fcia. Econofarmacia (tlayacapan)
1206,Central Médica Guadiana,Guadiana
1213,Sucursal Fatima,Guadiana
1214,Sucursal Victoria,Guadiana
1218,Sucursal Lomas,Guadiana
1219,Sucursal Madero,Guadiana
1207,fcia. Fatima,Farmacia fatima
1208,Fcia. Rubbiani,Farmacia fatima
1209,Andres Molina,Acero
1211,Sananton,San Antonio farmacia
1212,Sana Sana Sanfalife,Sanfalife
1215,Farmacia Morelia,Farmacia Morelia
2820,Estación Salud,Farmacia Morelia
1221,Entregafarma,Entregafarma
1222,Pharmalli SMA,Farmacia Pharmalli
1223,Pharmalli Qro,Farmacia Pharmalli
1224,Farmacia de la Caridad,Farmacia de la Caridad
1225,Mi luz,Mi luz
1226,Ermita,Farmacia Ermita
1227,Farmacia Santa Elena,Farmacia Santa Elena
1228,Sagrado Corazon,Sagrado Corazon
1229,Farmacia La central,Farmacia La central
1230,Farmacia Dr. Enrique Garcia,Farmacia Dr. Enrique Garcia
1231,MC Medical,MC Medical
1232,Independencia,SIMAS Farmacia Independencia
1233,San Angel,Farmacia San Angel
1235,Farmacia Requena,Farmacia Requena
1236,Outlet Atotonilco,Outlet Medicamentos
1449,Outlet CEDIS,Outlet Medicamentos
1237,Farmacia Aschly,Farmacia Aschly
1238,Farmacia San Angel Hidalgo,Farmacia San Angel (Hidalgo)
1239,Abastecedora Farmaceútica,Farmacias ABC
1250,Uni Modelo,Farmacias ABC
1251,F. Galvan,Farmacias ABC
1252,Joya II,Farmacias ABC
1253,Valle Verde,Farmacias ABC
1254,Loma Linda,Farmacias ABC
1255,Serafin P.,Farmacias ABC
1256,Ruperto Martinez,Farmacias ABC
1257,Colon Nueva,Farmacias ABC
1240,Sucursal Monterrey,Farmacia Conexion Oncologica
1241,CEDIS Farmacentro,Grupo Farmacentro
1242,Farmacia insumor para la vida,Farmacia insumos para la vida
1246,CDIS F01,CDIS Farmacias
1247,CDIS F02,CDIS Farmacias
1248,Fcia. Alvarez Loiza,Farmacia Alvarez Loiza
1249,Pharmai,Farmacia Pharmai
1258,La Surtidita,Farmacia Simas
1259,Farmacia Central MX,Farmacia Central MX
1260,Farmacia Dr Freud,Farmacia Dr Freud
1261,Farmatotal Almacen,Farmatotal
1262,Farmatotal San Diego,Farmatotal
1263,Cedifa,Farmapronto farmacias
1264,MEDICINA LABORAL CARMEN SA DE CV,Farmacia medicina laboral carmen
1265,Gendifar,Gendifar
1266,Santa Cruz,Farmacia Santa Cruz
1267,Maria Guadalupe,Farmatop
1268,Impulsora,Farmatop
1269,Yatziri,Farmatop
1270,Vergel,Farmatop
1271,Acolman,Farmatop
1272,Prov_metepec,Farmacia Divina Providencia
