point_of_sale_id,drug_manufacturer_id,vendor_id,potencial_total,gasto_oportunidad,gasto_actual,status,valor_negocio,ahorro_total,client_id,client_name,pos_name,manufacturer_name
1680,10637,1309,10742.8,21649.46,44416.48,,5.3714,10906.6601953125,947,Farmacia Herrera,Boulevard,Medicinas Rosario
1680,10738,1350,46492.58,93084.04,497435.83,,23.246288,46591.46187499999,947,Farmacia Herrera,Boulevard,Pharmaceutix
1680,10761,1358,6755.3726,51663.35,76558.75,,3.377686,44907.97744140625,947,Farmacia Herrera,Boulevard,Dilopsan
1680,11087,1612,170069.86,428525.51,528912.59,,85.03493,258455.650625,947,Farmacia Herrera,Boulevard,MERCFARMA
1680,11208,1762,194520.0,418997.27,1234712.43,,97.259995,224477.27000000002,947,Farmacia Herrera,Boulevard,Distribuidora Grupo Farmacos y Abarrotes Padilla
1680,11459,1997,6430.0,14082.07,14082.07,,3.215,7652.07,947,Farmacia Herrera,Boulevard,HED
1681,10267,1150,18915.102,29120.31,99205.87,,9.45755,10205.208437500001,947,Farmacia Herrera,Arboledas,Grupo Privarez
1681,10269,1152,155927.67,382093.05,431370.26,1,77.96384,226165.378125,947,Farmacia Herrera,Arboledas,Farmaceuticos Tenorio
1681,10270,1153,95611.72,234565.07,234565.07,,47.80586,138953.35125,947,Farmacia Herrera,Arboledas,SUMFA
1681,10273,1156,2055302.4,2960941.44,7779508.43,1,1027.6511,905639.065,947,Farmacia Herrera,Arboledas,Almacen de Drogas
1681,10278,1161,17928.018,36464.94,128680.95,,8.964008,18536.922421875002,947,Farmacia Herrera,Arboledas,Jeshua Medic
1681,10281,1164,176082.44,430182.25,482832.95,,88.04122,254099.8125,947,Farmacia Herrera,Arboledas,Farmadepot
1681,10479,1275,340111.03,681393.4,846327.53,,170.05551,341282.36875,947,Farmacia Herrera,Arboledas,Aurosant Productos Farmaceutico
1681,10637,1309,8342.68,15704.58,35581.79,,4.1713395,7361.9003125,947,Farmacia Herrera,Arboledas,Medicinas Rosario
1681,10738,1350,42475.21,75866.22,440982.32,,21.237604,33391.0090625,947,Farmacia Herrera,Arboledas,Pharmaceutix
1681,10761,1358,6091.0405,49713.73,69285.11,,3.0455203,43622.68947265625,947,Farmacia Herrera,Arboledas,Dilopsan
1681,11087,1612,151700.53,388912.56,478328.73,,75.850266,237212.02875,947,Farmacia Herrera,Arboledas,MERCFARMA
1681,11208,1762,197359.89,431496.06,1143660.2,,98.67994,234136.169375,947,Farmacia Herrera,Arboledas,Distribuidora Grupo Farmacos y Abarrotes Padilla
1681,11459,1997,8980.0,17737.670000000002,17737.670000000002,,4.49,8757.670000000002,947,Farmacia Herrera,Arboledas,HED
1682,10267,1150,15005.526,22712.32,70600.56,,7.502763,7706.7936328125,947,Farmacia Herrera,Tecnológico,Grupo Privarez
1682,10269,1152,100365.39,244160.1,280874.61,1,50.182693,143794.709375,947,Farmacia Herrera,Tecnológico,Farmaceuticos Tenorio
1682,10270,1153,47860.45,139167.4,139276.22,,23.930223,91306.95078125,947,Farmacia Herrera,Tecnológico,SUMFA
1682,10273,1156,1562387.9,2232510.47,5184862.59,1,781.1939,670122.5950000002,947,Farmacia Herrera,Tecnológico,Almacen de Drogas
1682,10278,1161,12334.042,26062.16,88426.64,,6.167021,13728.1180078125,947,Farmacia Herrera,Tecnológico,Jeshua Medic
1682,10281,1164,122782.4,304640.19,343307.59,,61.3912,181857.7915625,947,Farmacia Herrera,Tecnológico,Farmadepot
1682,10479,1275,228740.73,418753.01,539849.21,,114.37037,190012.275625,947,Farmacia Herrera,Tecnológico,Aurosant Productos Farmaceutico
1682,10637,1309,5752.36,11573.47,24435.68,,2.8761797,5821.110136718749,947,Farmacia Herrera,Tecnológico,Medicinas Rosario
1682,10738,1350,30058.91,61421.189999999995,298875.6,,15.029455,31362.279843749995,947,Farmacia Herrera,Tecnológico,Pharmaceutix
1682,10761,1358,4210.725,38386.68,49490.229999999996,,2.1053624,34175.95490234375,947,Farmacia Herrera,Tecnológico,Dilopsan
1682,11087,1612,92011.33,206745.41,283259.81,,46.005665,114734.081875,947,Farmacia Herrera,Tecnológico,MERCFARMA
1682,11208,1762,131737.17,272974.51,715773.24,,65.86858,141237.338125,947,Farmacia Herrera,Tecnológico,Distribuidora Grupo Farmacos y Abarrotes Padilla
1682,11459,1997,8310.0,30326.01,30326.01,,4.1549997,22016.01,947,Farmacia Herrera,Tecnológico,HED
1692,10267,1150,1017.6757,131024.5,2680126.49,1,0.5088378,130006.82427978516,956,Farmacias Regia,Cedis,Grupo Privarez
1692,10269,1152,4649.4,306114.81,2095355.55,1,2.3246999,301465.41009765625,956,Farmacias Regia,Cedis,Farmaceuticos Tenorio
1692,10273,1156,203.73999,20521.8,1396893.52,1,0.10186999,20318.060009765624,956,Farmacias Regia,Cedis,Almacen de Drogas
1692,10278,1161,1619.8262,147288.16,2225888.57,1,0.8099131,145668.333828125,956,Farmacias Regia,Cedis,Jeshua Medic
1692,10479,1275,2121.16,160194.81,1845776.61,,1.06058,158073.65008789062,956,Farmacias Regia,Cedis,Aurosant Productos Farmaceutico
1692,10637,1309,1764.16,167703.72,2522448.24,,0.88207996,165939.5599658203,956,Farmacias Regia,Cedis,Medicinas Rosario
1692,10738,1350,1479.19,140084.56,2768134.23,,0.73959494,138605.37005859375,956,Farmacias Regia,Cedis,Pharmaceutix
1692,10761,1358,1998.8591,182305.66,2189140.38,,0.9994295,180306.80086914063,956,Farmacias Regia,Cedis,Dilopsan
1692,11208,1762,813.8239,98070.08,2760840.35,,0.40691197,97256.25608642578,956,Farmacias Regia,Cedis,Distribuidora Grupo Farmacos y Abarrotes Padilla
1710,10267,1150,327.7556,5690.9,196855.94,1,0.16387782,5363.144384765625,973,Farmacias GP,Matriz,Grupo Privarez
1710,10269,1152,9283.12,44260.14,200806.81,1,4.64156,34977.0198828125,973,Farmacias GP,Matriz,Farmaceuticos Tenorio
1710,10270,1153,4052.0,10904.61,11008.98,1,2.026,6852.610000000001,973,Farmacias GP,Matriz,SUMFA
1710,10273,1156,60726.94,107941.63,397666.38,0,30.36347,47214.688593750005,973,Farmacias GP,Matriz,Almacen de Drogas
1710,10278,1161,1447.8892,12852.960000000001,218767.94,,0.72394454,11405.070839843751,973,Farmacias GP,Matriz,Jeshua Medic
1710,10281,1164,9215.224,18910.32,58163.82,1,4.6076117,9695.0963671875,973,Farmacias GP,Matriz,Farmadepot
1710,10479,1275,7656.81,36981.9,215246.29,1,3.8284051,29325.08994140625,973,Farmacias GP,Matriz,Aurosant Productos Farmaceutico
1710,10637,1309,2803.39,18832.829999999998,198978.05,,1.4016949,16029.440107421873,973,Farmacias GP,Matriz,Medicinas Rosario
1710,10738,1350,2070.53,12290.8,279118.34,,1.035265,10220.269970703124,973,Farmacias GP,Matriz,Pharmaceutix
1710,10761,1358,2385.735,18377.52,186807.28,1,1.1928675,15991.784892578125,973,Farmacias GP,Matriz,Dilopsan
1710,11087,1612,681.36804,999.74,14213.55,,0.340684,318.3719580078125,973,Farmacias GP,Matriz,MERCFARMA
1710,11208,1762,1580.1351,8553.0,300483.63,1,0.79006755,6972.8648681640625,973,Farmacias GP,Matriz,Distribuidora Grupo Farmacos y Abarrotes Padilla
1720,10267,1150,8793.649,21725.25,56306.69,1,4.3968244,12931.6005859375,983,Farmacia Regis,Matriz,Grupo Privarez
1720,10269,1152,22244.4,48406.3,57764.31,,11.122199,26161.899609375003,983,Farmacia Regis,Matriz,Farmaceuticos Tenorio
1720,10270,1153,2770.0,4338.36,4338.36,,1.385,1568.3599999999997,983,Farmacia Regis,Matriz,SUMFA
1720,10273,1156,149370.84,203682.29,300113.69,1,74.68542,54311.44625000001,983,Farmacia Regis,Matriz,Almacen de Drogas
1720,10278,1161,9864.652,24786.11,57996.69,1,4.932326,14921.45765625,983,Farmacia Regis,Matriz,Jeshua Medic
1720,10281,1164,14843.341,29227.690000000002,45097.86,,7.4216704,14384.349179687502,983,Farmacia Regis,Matriz,Farmadepot
1720,10479,1275,25132.98,49318.520000000004,77470.32,,12.56649,24185.539531250004,983,Farmacia Regis,Matriz,Aurosant Productos Farmaceutico
1720,10637,1309,12377.5,31950.84,47453.24,,6.18875,19573.34,983,Farmacia Regis,Matriz,Medicinas Rosario
1720,10738,1350,10865.93,27823.5,75062.17,,5.432965,16957.5703125,983,Farmacia Regis,Matriz,Pharmaceutix
1720,10761,1358,10457.296,26996.46,40389.4,,5.228648,16539.1641015625,983,Farmacia Regis,Matriz,Dilopsan
1720,11087,1612,4333.2026,6245.62,8466.619999999999,,2.1666012,1912.41736328125,983,Farmacia Regis,Matriz,MERCFARMA
1720,11208,1762,19356.525,40554.41,103513.36,,9.678263,21197.884609375003,983,Farmacia Regis,Matriz,Distribuidora Grupo Farmacos y Abarrotes Padilla
1729,10267,1150,292.0317,2883.27,55472.1,1,0.14601585,2591.238292236328,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Grupo Privarez
1729,10269,1152,1927.7,12644.92,44955.13,1,0.9638499,10717.220048828125,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Farmaceuticos Tenorio
1729,10273,1156,2516.32,12466.54,38722.06,,1.25816,9950.219931640626,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Almacen de Drogas
1729,10277,1160,148.9684,1634.04,2304.44,1,0.0744842,1485.0716009521484,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Luman Farmaceuticos
1729,10278,1161,364.075,3158.52,55919.89,1,0.1820375,2794.4449877929687,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Jeshua Medic
1729,10281,1164,247.347,2172.45,5920.78,,0.12367349,1925.1029998779295,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Farmadepot
1729,10479,1275,665.6,4403.95,48600.31,1,0.33279997,3738.3500244140623,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Aurosant Productos Farmaceutico
1729,10608,1303,804.74,6612.96,50865.43,1,0.40236998,5808.220009765625,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Distribuidora Gendifar
1729,10637,1309,864.49,8146.08,54996.09,,0.432245,7281.590009765625,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Medicinas Rosario
1729,10738,1350,351.26,3198.27,60565.57,1,0.17562999,2847.009990234375,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Pharmaceutix
1729,10761,1358,1270.3077,10208.21,49224.47,1,0.6351539,8937.902260742187,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Dilopsan
1729,11208,1762,650.7359,4622.4,62317.159999999996,,0.32536796,3971.6640991210934,991,Del Eje Suc Arcangel San Rafael,Del Eje Suc Arcangel San Rafael,Distribuidora Grupo Farmacos y Abarrotes Padilla
1741,10267,1150,4621.1978,15561.09,114710.45,,2.3105989,10939.89224609375,923,BioFarmacias,Sucursal Centro,Grupo Privarez
1741,10269,1152,19354.34,56062.5,131305.35,1,9.67717,36708.16015625,923,BioFarmacias,Sucursal Centro,Farmaceuticos Tenorio
1741,10270,1153,870.5,2329.51,5922.21,,0.43525,1459.0100000000002,923,BioFarmacias,Sucursal Centro,SUMFA
1741,10273,1156,61881.08,115370.8,354585.45,,30.940538,53489.721875,923,BioFarmacias,Sucursal Centro,Almacen de Drogas
1741,10278,1161,4766.6064,19218.28,126331.35,,2.3833032,14451.673554687499,923,BioFarmacias,Sucursal Centro,Jeshua Medic
1741,10281,1164,7600.0527,12519.1,52473.96,,3.8000262,4919.047265625,923,BioFarmacias,Sucursal Centro,Farmadepot
1741,10479,1275,16274.79,35620.88,132757.27,1,8.137395,19346.089960937497,923,BioFarmacias,Sucursal Centro,Aurosant Productos Farmaceutico
1741,10637,1309,7760.93,29769.06,95383.69,0,3.880465,22008.12982421875,923,BioFarmacias,Sucursal Centro,Medicinas Rosario
1741,10738,1350,7372.24,26813.76,163746.84,,3.6861198,19441.519765625,923,BioFarmacias,Sucursal Centro,Pharmaceutix
1741,10761,1358,5814.5947,23137.42,86978.4,1,2.9072974,17322.8252734375,923,BioFarmacias,Sucursal Centro,Dilopsan
1741,11087,1612,837.65936,1700.06,12350.91,,0.41882968,862.4006372070312,923,BioFarmacias,Sucursal Centro,MERCFARMA
1741,11208,1762,3738.1716,11913.73,187767.43,,1.8690858,8175.558369140625,923,BioFarmacias,Sucursal Centro,Distribuidora Grupo Farmacos y Abarrotes Padilla
1747,10267,1150,1944.1664,7355.04,54728.16,,0.9720832,5410.8736181640625,923,BioFarmacias,Sucursal Norte,Grupo Privarez
1747,10269,1152,10512.42,29352.21,55317.38,1,5.2562094,18839.790078125,923,BioFarmacias,Sucursal Norte,Farmaceuticos Tenorio
1747,10270,1153,1877.65,2524.92,3637.92,,0.93882495,647.2699755859376,923,BioFarmacias,Sucursal Norte,SUMFA
1747,10273,1156,38771.85,62241.46,177875.98,,19.385925,23469.6084375,923,BioFarmacias,Sucursal Norte,Almacen de Drogas
1747,10278,1161,2093.9985,9346.8,59622.99,,1.0469992,7252.801464843749,923,BioFarmacias,Sucursal Norte,Jeshua Medic
1747,10281,1164,4265.9062,7724.33,19520.88,,2.1329532,3458.42375,923,BioFarmacias,Sucursal Norte,Farmadepot
1747,10479,1275,7725.9697,15042.62,65440.51,1,3.862985,7316.650273437501,923,BioFarmacias,Sucursal Norte,Aurosant Productos Farmaceutico
1747,10637,1309,4722.47,16631.6,47771.49,,2.361235,11909.129785156249,923,BioFarmacias,Sucursal Norte,Medicinas Rosario
1747,10738,1350,5324.87,12192.79,82643.23,,2.662435,6867.919882812501,923,BioFarmacias,Sucursal Norte,Pharmaceutix
1747,10761,1358,3088.9949,10950.78,42169.76,,1.5444974,7861.785126953126,923,BioFarmacias,Sucursal Norte,Dilopsan
1747,11087,1612,941.56445,1770.56,5384.2,,0.47078222,828.995546875,923,BioFarmacias,Sucursal Norte,MERCFARMA
1747,11208,1762,1327.7047,5408.21,89699.41,,0.6638524,4080.5052880859375,923,BioFarmacias,Sucursal Norte,Distribuidora Grupo Farmacos y Abarrotes Padilla
1748,10267,1150,6245.0005,17391.95,106528.84,,3.1225002,11146.94951171875,923,BioFarmacias,Sucursal Mercado 01,Grupo Privarez
1748,10269,1152,23023.46,53142.36,118368.99,1,11.511731,30118.8990625,923,BioFarmacias,Sucursal Mercado 01,Farmaceuticos Tenorio
1748,10270,1153,652.0,2522.25,6935.8099999999995,,0.32599998,1870.25,923,BioFarmacias,Sucursal Mercado 01,SUMFA
1748,10273,1156,62164.16,97974.75,305866.02999999997,,31.082079,35810.58984375,923,BioFarmacias,Sucursal Mercado 01,Almacen de Drogas
1748,10278,1161,6293.8584,19539.15,125694.94,,3.1469293,13245.291601562501,923,BioFarmacias,Sucursal Mercado 01,Jeshua Medic
1748,10281,1164,6619.8667,11778.24,58536.39,,3.3099334,5158.37330078125,923,BioFarmacias,Sucursal Mercado 01,Farmadepot
1748,10479,1275,13353.7705,28805.42,120985.91,1,6.676885,15451.649492187498,923,BioFarmacias,Sucursal Mercado 01,Aurosant Productos Farmaceutico
1748,10637,1309,9879.75,30466.91,81562.98,0,4.9398746,20587.16,923,BioFarmacias,Sucursal Mercado 01,Medicinas Rosario
1748,10738,1350,7209.6,20213.69,142753.85,,3.6048,13004.089902343749,923,BioFarmacias,Sucursal Mercado 01,Pharmaceutix
1748,10761,1358,9528.594,26162.11,77130.95,1,4.7642965,16633.51625,923,BioFarmacias,Sucursal Mercado 01,Dilopsan
1748,11087,1612,1851.7994,2389.32,8734.19,,0.9258997,537.5205615234377,923,BioFarmacias,Sucursal Mercado 01,MERCFARMA
1748,11208,1762,5857.2446,16299.78,174821.5,,2.9286225,10442.53537109375,923,BioFarmacias,Sucursal Mercado 01,Distribuidora Grupo Farmacos y Abarrotes Padilla
1749,10267,1150,2856.3289,7176.56,65431.98,,1.4281644,4320.231142578125,923,BioFarmacias,Sucursal Periferico,Grupo Privarez
1749,10269,1152,12121.67,42365.659999999996,83497.1,1,6.060835,30243.990078124996,923,BioFarmacias,Sucursal Periferico,Farmaceuticos Tenorio
1749,10270,1153,1236.0,18822.18,20374.390000000003,,0.618,17586.18,923,BioFarmacias,Sucursal Periferico,SUMFA
1749,10273,1156,29631.27,44306.3,201940.7,,14.815635,14675.030468750003,923,BioFarmacias,Sucursal Periferico,Almacen de Drogas
1749,10278,1161,2590.1975,7294.38,80800.12,,1.2950987,4704.182490234375,923,BioFarmacias,Sucursal Periferico,Jeshua Medic
1749,10281,1164,4458.0566,6241.71,36822.92,,2.2290282,1783.653359375,923,BioFarmacias,Sucursal Periferico,Farmadepot
1749,10479,1275,7798.11,32480.98,92363.36,1,3.8990548,24682.87013671875,923,BioFarmacias,Sucursal Periferico,Aurosant Productos Farmaceutico
1749,10637,1309,5538.3,16264.56,49262.0,0,2.7691498,10726.2601953125,923,BioFarmacias,Sucursal Periferico,Medicinas Rosario
1749,10738,1350,4146.7,12300.859999999999,89125.94,,2.07335,8154.159804687499,923,BioFarmacias,Sucursal Periferico,Pharmaceutix
1749,10761,1358,4513.583,14067.369999999999,51201.08,1,2.2567916,9553.786992187499,923,BioFarmacias,Sucursal Periferico,Dilopsan
1749,11087,1612,728.6437,1042.98,2763.42,,0.36432183,314.3363232421875,923,BioFarmacias,Sucursal Periferico,MERCFARMA
1749,11208,1762,3348.6128,7445.42,117170.56,,1.6743063,4096.80720703125,923,BioFarmacias,Sucursal Periferico,Distribuidora Grupo Farmacos y Abarrotes Padilla
1750,10267,1150,3663.168,13479.92,100896.2,,1.831584,9816.75203125,923,BioFarmacias,Sucursal mercado 02,Grupo Privarez
1750,10269,1152,19500.86,969814.56,1023070.26,1,9.750429,950313.700625,923,BioFarmacias,Sucursal mercado 02,Farmaceuticos Tenorio
1750,10270,1153,1806.0,3015.02,7536.12,,0.903,1209.02,923,BioFarmacias,Sucursal mercado 02,SUMFA
1750,10273,1156,63262.54,1942077.02,2161286.35,,31.63127,1878814.4809375,923,BioFarmacias,Sucursal mercado 02,Almacen de Drogas
1750,10278,1161,5251.6475,19390.16,112350.99,,2.6258235,14138.5125390625,923,BioFarmacias,Sucursal mercado 02,Jeshua Medic
1750,10281,1164,7482.9707,11317.67,48649.55,,3.741485,3834.699296875,923,BioFarmacias,Sucursal mercado 02,Farmadepot
1750,10479,1275,12079.98,944927.73,1031817.12,1,6.03999,932847.74953125,923,BioFarmacias,Sucursal mercado 02,Aurosant Productos Farmaceutico
1750,10637,1309,7513.57,24205.46,79964.34,0,3.756785,16691.89017578125,923,BioFarmacias,Sucursal mercado 02,Medicinas Rosario
1750,10738,1350,6828.03,942496.7,1071432.58,,3.4140148,935668.6702148437,923,BioFarmacias,Sucursal mercado 02,Pharmaceutix
1750,10761,1358,7227.067,22316.329999999998,76078.85,1,3.6135333,15089.263105468748,923,BioFarmacias,Sucursal mercado 02,Dilopsan
1750,11087,1612,2164.5525,924553.28,933324.28,,1.0822762,922388.7275097657,923,BioFarmacias,Sucursal mercado 02,MERCFARMA
1750,11208,1762,3603.1804,931234.8400000001,1082658.45,,1.8015902,927631.6595800782,923,BioFarmacias,Sucursal mercado 02,Distribuidora Grupo Farmacos y Abarrotes Padilla
1788,10267,1150,1360.6517,38893.15,379594.5,1,0.68032587,37532.498266601564,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Grupo Privarez
1788,10269,1152,4789.55,161899.065,280895.995,1,2.394775,157109.5151953125,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Farmaceuticos Tenorio
1788,10270,1153,88.4,1275.58,1275.58,,0.0442,1187.179998474121,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,SUMFA
1788,10273,1156,5908.55,56908.2,331493.935,1,2.954275,50999.6501953125,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Almacen de Drogas
1788,10278,1161,1067.538,35633.83,348657.65,0,0.533769,34566.292036132814,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Jeshua Medic
1788,10281,1164,734.9784,10030.92,38222.65,,0.3674892,9295.941606445313,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Farmadepot
1788,10479,1275,3062.89,79492.83,313170.14,1,1.531445,76429.94010742188,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Aurosant Productos Farmaceutico
1788,10637,1309,2920.74,80676.96,374955.45,,1.46037,77756.22000976563,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Medicinas Rosario
1788,10738,1350,1838.08,54467.92,425359.39,,0.91903996,52629.84004394531,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Pharmaceutix
1788,10761,1358,2805.556,110023.425,366037.66,1,1.402778,107217.86909179688,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Dilopsan
1788,11208,1762,1328.8248,36090.2,390567.17,,0.6644124,34761.375170898435,1035,Distribuidora Medica SOMA Firts,SOMA FIRST,Distribuidora Grupo Farmacos y Abarrotes Padilla
1790,10267,1150,5996.18,26589.22,56220.92,1,2.99809,20593.03982421875,1054,Farmacia Canaria,Farmacia Canaria,Grupo Privarez
1790,10269,1152,10142.94,38875.24,43565.51,1,5.0714703,28732.299570312498,1054,Farmacia Canaria,Farmacia Canaria,Farmaceuticos Tenorio
1790,10270,1153,9869.3,14156.2,14156.2,1,4.93465,4286.900195312501,1054,Farmacia Canaria,Farmacia Canaria,SUMFA
1790,10273,1156,192183.2,316934.83,475154.27,1,96.0916,124751.62687500002,1054,Farmacia Canaria,Farmacia Canaria,Almacen de Drogas
1790,10278,1161,2721.0176,16149.98,22172.97,1,1.3605087,13428.962421875,1054,Farmacia Canaria,Farmacia Canaria,Jeshua Medic
1790,10281,1164,4749.047,18844.5,19661.57,1,2.3745234,14095.453125,1054,Farmacia Canaria,Farmacia Canaria,Farmadepot
1790,10479,1275,16466.79,46307.11,64534.31,1,8.233395,29840.3209375,1054,Farmacia Canaria,Farmacia Canaria,Aurosant Productos Farmaceutico
1790,10637,1309,6000.67,28374.91,39599.78,1,3.000335,22374.240078125,1054,Farmacia Canaria,Farmacia Canaria,Medicinas Rosario
1790,10738,1350,9165.71,39881.77,63117.0,,4.5828547,30716.060039062497,1054,Farmacia Canaria,Farmacia Canaria,Pharmaceutix
1790,10761,1358,2917.0466,19188.0,23885.96,1,1.4585233,16270.953369140625,1054,Farmacia Canaria,Farmacia Canaria,Dilopsan
1790,11087,1612,4140.2856,12582.91,21605.3,1,2.0701427,8442.62435546875,1054,Farmacia Canaria,Farmacia Canaria,MERCFARMA
1790,11208,1762,9471.215,34907.94,102128.27,1,4.735607,25436.725156250002,1054,Farmacia Canaria,Farmacia Canaria,Distribuidora Grupo Farmacos y Abarrotes Padilla
1790,11459,1997,7500.0,7600.0,7600.0,,3.75,100.0,1054,Farmacia Canaria,Farmacia Canaria,HED
2013,10267,1150,486.3204,66804.3,401571.37,1,0.2431602,66317.97959594727,1116,DIMEFA,Matriz,Grupo Privarez
2013,10269,1152,1081.03,123099.45,236744.6,1,0.540515,122018.41997070312,1116,DIMEFA,Matriz,Farmaceuticos Tenorio
2013,10273,1156,462.97,19594.25,133943.07,1,0.231485,19131.279998779297,1116,DIMEFA,Matriz,Almacen de Drogas
2013,10277,1160,98.265,19191.0,20659.0,,0.0491325,19092.73500061035,1116,DIMEFA,Matriz,Luman Farmaceuticos
2013,10278,1161,178.1125,43801.3,251801.4,,0.08905625,43623.187496948245,1116,DIMEFA,Matriz,Jeshua Medic
2013,10479,1275,293.87,28308.5,233263.8,,0.14693499,28014.630004882812,1116,DIMEFA,Matriz,Aurosant Productos Farmaceutico
2013,10608,1303,476.79,64622.45,292835.59,1,0.238395,64145.659991455075,1116,DIMEFA,Matriz,Distribuidora Gendifar
2013,10637,1309,633.45,78770.45,423768.18,,0.316725,78136.99998779297,1116,DIMEFA,Matriz,Medicinas Rosario
2013,10738,1350,614.95996,74114.3,465014.94,,0.30747998,73499.3400390625,1116,DIMEFA,Matriz,Pharmaceutix
2013,10761,1358,486.5613,68784.95,304107.53,,0.24328065,68298.38869018554,1116,DIMEFA,Matriz,Dilopsan
2013,11208,1762,430.0094,57318.3,428269.87,,0.21500468,56888.29060058594,1116,DIMEFA,Matriz,Distribuidora Grupo Farmacos y Abarrotes Padilla
2056,10269,1152,2626.16,4879.75,7718.530000000001,1,1.31308,2253.590087890625,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Farmaceuticos Tenorio
2056,10270,1153,1635.0,4419.96,4419.96,1,0.8175,2784.96,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,SUMFA
2056,10273,1156,37324.08,58559.03,156231.29,1,18.662039,21234.951875,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Almacen de Drogas
2056,10278,1161,107.9,143.49,2085.96,0,0.053949997,35.5899984741211,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Jeshua Medic
2056,10281,1164,4513.21,10711.22,12950.470000000001,0,2.256605,6198.010039062499,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Farmadepot
2056,10479,1275,13721.68,24215.68,32987.61,1,6.86084,10494.0003125,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Aurosant Productos Farmaceutico
2056,10637,1309,1.0,1000.0,1861.58,1,0.0005,999.0,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Medicinas Rosario
2056,10738,1350,2428.16,3727.35,14503.78,1,1.21408,1299.190087890625,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Pharmaceutix
2056,11087,1612,9917.274,23032.0,23318.18,,4.9586368,13114.7255859375,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,MERCFARMA
2056,11208,1762,10481.308,19812.82,36667.86,,5.2406535,9331.5123828125,1170,GRUPO FARMACOS Y ABARROTES PADILLA,Sucursal Cedis,Distribuidora Grupo Farmacos y Abarrotes Padilla
2074,10267,1150,390.04358,583.45,1481.65,,0.19502178,193.40642089843755,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Grupo Privarez
2074,10269,1152,2104.82,2680.29,3985.52,,1.05241,575.469931640625,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Farmaceuticos Tenorio
2074,10270,1153,299.0,600.0,600.0,,0.1495,301.0,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,SUMFA
2074,10273,1156,13801.39,15645.92,38549.94,,6.9006944,1844.5303515625,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Almacen de Drogas
2074,10277,1160,7.0,15.56,15.56,,0.0034999999,8.56,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Luman Farmaceuticos
2074,10278,1161,342.975,537.75,2030.47,,0.1714875,194.77499389648438,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Jeshua Medic
2074,10281,1164,904.6471,1027.13,1799.14,,0.45232353,122.48290527343761,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Farmadepot
2074,10479,1275,635.8,750.69,3294.82,,0.31789997,114.8900122070313,1187,F. NUEVA SAN JUAN TULTEPEC,F. NUEVA SAN JUAN TULTEPEC 1,Aurosant Productos Farmaceutico
