point_of_sale_id,client_id,super_catalog_id,descripción_x,order_id,order_date,droguería,unidades_pedidas,precio_minimo,valor_vendedor,geo_zone,vendor_id,descripción_y,name,base_price,percentage,precio_vendedor,precio_total_vendedor,status,valor_total_vendedor
1098,492,7501050610018,CELESTAMINE NS,361916,2025-10-20 23:53:55,11,2.0,254.47,508.94,Baja California Sur,1156,CELESTAMINE NS 10 TABS,México,246.0,0.0,246.0,492.0,,492.0
1101,492,7501314704972,LACTULAX,355128,2025-10-07 02:58:14,11,1.0,546.7,546.7,Baja California Sur,1156,LACTULAX JBE 500ML,México,489.9,0.0,489.9,489.9,,489.9
1097,492,7501300408259,PLIDAN,357133,2025-10-10 23:35:36,12,2.0,314.38,628.76,Baja California Sur,1762,PLIDAN 10MG GRAG C/20 *WSR*,México,244.6238,0.0,244.6238,489.2476,,489.2476
1097,492,7501101627224,TIAMI B12 TRIV AP,355739,2025-10-08 00:40:16,12,2.0,342.86,685.72,Baja California Sur,1150,TIAMI B12 TRIV AP 30 CAPS 0.20/100/50 MG,México,244.1404,-0.05,244.0183298,488.0366596,,488.0366596
1101,492,7501299307687,EVOCS III,355121,2025-10-07 02:48:45,12,1.0,506.06,506.06,Baja California Sur,1612,EVOCS III 7 TAB 500 MG,México,486.0759,0.0417,486.27859365029997,486.27859365029997,,486.27859365029997
1101,492,7502209852457,METICORTEN,355146,2025-10-07 03:13:04,12,1.0,491.76,491.76,Baja California Sur,1156,METICORTEN 30 TABS 5MG,México,476.69,0.0,476.69,476.69,,476.69
1097,492,7501493873872,LUNAZOL,360821,2025-10-17 23:35:26,11,8.0,95.21,761.68,Baja California Sur,1309,LUNAZOL Solucion Inyectable - 100 ml,México,59.26,0.0,59.26,474.08,,474.08
1099,492,7501089801517,NOCTE,360361,2025-10-17 04:08:08,11,1.0,499.59,499.59,Baja California Sur,1156,NOCTE SUBLIN 10 TAB 5MG  *G3*,México,471.31,0.0,471.31,471.31,,471.31
1098,492,7502253073624,EMLA,365605,2025-10-27 23:16:02,11,1.0,488.1,488.1,Baja California Sur,1156,EMLA CREMA TUBO 30GR,México,459.67,0.0,459.67,459.67,,459.67
1101,492,7501122960317,CLOBESOL,360266,2025-10-17 01:17:47,11,1.0,496.04,496.04,Baja California Sur,1762,CLOBESOL 0.05% CREMA 30GR. *GRM*,México,455.3317,0.0,455.3317,455.3317,1.0,455.3317
1101,492,7501165001862,ARAVA,355186,2025-10-07 04:00:29,10270,1.0,874.5,874.5,Baja California Sur,1153,ARAVA 20MG C/30 COMP  OFERTA,México,450.0,0.0,450.0,450.0,1.0,450.0
1101,492,7501101649219,PREDIAL PLUS,359139,2025-10-15 04:41:32,11,1.0,460.04,460.04,Baja California Sur,1156,PRE DIAL PLUS 30 TABS 850MG,México,446.4,0.0,446.4,446.4,,446.4
1097,492,7501298205021,CONCOR,363953,2025-10-23 23:51:08,11,1.0,684.83,684.83,Baja California Sur,1612,"Concor 1,25 Mg",México,442.158,0.0417,442.342379886,442.342379886,,442.342379886
1098,492,5997001328316,EVRA,363293,2025-10-22 23:48:56,11,1.0,442.3,442.3,Baja California Sur,1156,EVRA 3 PARCHES 6.00MG,México,441.7,0.0,441.7,441.7,,441.7
1101,492,7501314704712,UNAMOL,359139,2025-10-15 04:41:32,11,1.0,484.63,484.63,Baja California Sur,1156,UNAMOL 30 COMPR 10MG,México,441.6,0.0,441.6,441.6,,441.6
1101,492,7501314701773,FOSFOCIL G.U. ADULTO,359705,2025-10-16 01:22:40,10269,1.0,444.25,444.25,Baja California Sur,1156,FOSFOCIL GU GDO ADTO 1SOB*A,México,438.64,0.0,438.64,438.64,,438.64
1101,492,7503007704573,HIDRASEC,355128,2025-10-07 02:58:14,12,2.0,223.81,447.62,Baja California Sur,1156,HIDRASEC 18 SOB 10MG,México,218.92,0.0,218.92,437.84,,437.84
1101,492,7501061002109,CALCORT,355107,2025-10-07 02:33:04,11,1.0,481.16,481.16,Baja California Sur,1156,CALCORT 20 TABS 6MG,México,433.85,0.0,433.85,433.85,,433.85
1101,492,7501095452505,TEMPRA FORTE,355159,2025-10-07 03:21:38,12,4.0,110.31,441.24,Baja California Sur,1156,TEMPRA FORTE 24 GRAG 650MG,México,107.75,0.0,107.75,431.0,,431.0
1101,492,7501298214429,EUTIROX,362761,2025-10-22 03:55:11,10269,1.0,442.72,442.72,Baja California Sur,1156,EUTIROX C/50 TABS DE 112 MCG,México,430.33,0.0,430.33,430.33,,430.33
1097,492,7501314701711,FOSFOCIL IM,360821,2025-10-17 23:35:26,11,2.0,285.91,571.82,Baja California Sur,1161,FOSFOCIL ADULTO 1G I.M. SOLUCION INYECTABLE C/1 AMPOLLETA,México,214.0,0.0,214.0,428.0,,428.0
1098,492,7501318652538,ACTRON,359592,2025-10-15 22:49:41,11,2.0,357.57,715.14,Baja California Sur,1164,ACTRON 600MG C/30 CAP,México,213.1524,0.0,213.1524,426.3048,,426.3048
1097,492,7501050600026,CELESTAMINE,360821,2025-10-17 23:35:26,11,1.0,440.7,440.7,Baja California Sur,1156,CELESTAMINE NS 20 TABS,México,426.0,0.0,426.0,426.0,,426.0
1101,492,7501287621009,ALDACTONE,362719,2025-10-22 02:57:12,11,1.0,1423.98,1423.98,Baja California Sur,1612,ALDACTONE 100MG C/30,México,425.6757,0.0417,425.85320676690003,425.85320676690003,,425.85320676690003
1097,492,7501390911035,ITALDERMOL,368051,2025-10-31 23:09:46,11,1.0,455.7,455.7,Baja California Sur,1156,ITALDERMOL 6 OVULOS,México,425.6,0.0,425.6,425.6,,425.6
1098,492,7501165010826,ENTEROGERMINA,361916,2025-10-20 23:53:55,11,1.0,432.83,432.83,Baja California Sur,1156,ENTEROGERMINA 10 AMP 5ML,México,424.34,0.0,424.34,424.34,,424.34
1098,492,7501328979366,PIRIMIR,366904,2025-10-30 00:39:22,11,2.0,228.47,456.94,Baja California Sur,1156,PIRIMIR 24 COMPR,México,209.04,0.0,209.04,418.08,,418.08
1098,492,7501328977737,MONUROL,368058,2025-10-31 23:17:29,11,1.0,417.73,417.73,Baja California Sur,1156,MONUROL 1 SOB 3GR*A,México,413.08,0.0,413.08,413.08,,413.08
1098,492,7501122961901,ELDOQUIN,366904,2025-10-30 00:39:22,11,1.0,433.51,433.51,Baja California Sur,1762,ELDOQUIN CREMA 4% 30 G *GRM*,México,411.1624,0.0,411.1624,411.1624,,411.1624
1101,492,7501318608191,XARELTO,359705,2025-10-16 01:22:40,10270,1.0,729.0,729.0,Baja California Sur,1153,XARELTO 15 MG C/28 TABS O CPR,México,400.0,0.0,400.0,400.0,1.0,400.0
1097,492,7502216805842,ESTROGENOS CONJUGADOS CREMA 62.5MG 43G AVIVIA,361890,2025-10-20 23:33:50,20,2.0,312.19,624.38,Baja California Sur,1150,ESTROGENOS CONJUG 1 CMA 43G 62.5MG/100G,México,199.8684,-0.05,199.7684658,399.5369316,,399.5369316
1097,492,7501871720774,CONTUMAX,355739,2025-10-08 00:40:16,11,1.0,404.79,404.79,Baja California Sur,1156,CONTUMAX 15 SOB 17GR,México,397.67,0.0,397.67,397.67,,397.67
1101,492,7501089803245,ANGIOTROFIN,362761,2025-10-22 03:55:11,11,1.0,546.64,546.64,Baja California Sur,1164,ANGIOTROFIN GEL 60GR,México,395.2172,0.0,395.2172,395.2172,,395.2172
1098,492,7501349024090,ROSUVASTATINA,363293,2025-10-22 23:48:56,20,3.0,155.54,466.62,Baja California Sur,1309,ROSUVASTATINA 20MG AMSA Tabletas - c/30,México,130.86,0.0,130.86,392.58000000000004,,392.58000000000004
1101,492,7501298217673,DEXABION DC,355107,2025-10-07 02:33:04,12,2.0,199.19,398.38,Baja California Sur,1156,DEXABION DC 1 JGAS PRE 3ML,México,188.9,0.0,188.9,377.8,,377.8
1101,492,7501423901071,PEPSANE GEL,355146,2025-10-07 03:13:04,11,1.0,458.64,458.64,Baja California Sur,1156,PEPSANE 30 SOBRES 10GR,México,377.06,0.0,377.06,377.06,,377.06
1098,492,7501123013340,BEDOYECTA,363293,2025-10-22 23:48:56,11,2.0,322.41,644.82,Baja California Sur,1309,BEDOYECTA Capsulas - c/30,México,187.86,0.0,187.86,375.72,,375.72
1098,492,7501122963028,ESPAVEN ENZIMATI,365605,2025-10-27 23:16:02,20,2.0,232.04,464.08,Baja California Sur,1153,ESPAVEN ENZIMATICO TAB. CAJA C/50,México,186.0,0.0,186.0,372.0,1.0,372.0
1101,492,7501300421654,ROLET,359139,2025-10-15 04:41:32,11,1.0,388.75,388.75,Baja California Sur,1156,ROLET 30 TABS 40MG,México,366.25,0.0,366.25,366.25,,366.25
1097,492,7501258215947,RUQUIMOX (HIDROXICLOROQUINA) TAB 200MG C20,361890,2025-10-20 23:33:50,20,2.0,182.02,364.04,Baja California Sur,1358,RUQUIMOX C/20 TABS. 200 MG.,México,180.31,0.0455,180.39204105,360.7840821,,360.7840821
1097,492,7501123010608,CARDISPAN,369091,2025-11-03 22:53:40,20,3.0,256.83,770.49,Baja California Sur,1164,CARDISPAN SOL.INY. 5 AMPS 5ML,México,118.3882,0.0,118.3882,355.1646,,355.1646
1101,492,7501101600524,ACCIOGEN,359127,2025-10-15 04:18:10,11,2.0,180.46,360.92,Baja California Sur,1156,ACCIOGEN SUSP 120 ML,México,177.32,0.0,177.32,354.64,,354.64
1101,492,7501101649622,VELIAN,359139,2025-10-15 04:41:32,11,1.0,361.84,361.84,Baja California Sur,1156,VELIAN SOLUCION,México,354.02,0.0,354.02,354.02,,354.02
1098,492,7703331157506,YASMIN,358222,2025-10-13 23:17:29,20,1.0,396.0,396.0,Baja California Sur,1153,YASMIN 3MG/0.03 MG C/21 CPR,México,349.0,0.0,349.0,349.0,1.0,349.0
1101,492,7501314703470,EXEL ACT,355121,2025-10-07 02:48:45,12,1.0,408.72,408.72,Baja California Sur,1156,EXEL ACT 40GR,México,345.0,0.0,345.0,345.0,,345.0
1101,492,7501314703630,DIMEGAN D,359133,2025-10-15 04:28:05,11,1.0,372.26,372.26,Baja California Sur,1156,DIMEGAN D SOL PED 60ML,México,345.0,0.0,345.0,345.0,,345.0
1101,492,7501101611506,PREDIAL,359135,2025-10-15 04:34:26,11,1.0,361.46,361.46,Baja California Sur,1156,PRE DIAL 60 TABS 500MG,México,341.0,0.0,341.0,341.0,,341.0
1098,492,7501008498880,FLANAX,363293,2025-10-22 23:48:56,11,1.0,345.15,345.15,Baja California Sur,1156,FLANAX 30 TABS 550 MG,México,336.0,0.0,336.0,336.0,,336.0
1099,492,7501088507113,ZYRTEC INFANTIL,360361,2025-10-17 04:08:08,12,1.0,344.95,344.95,Baja California Sur,1612,ZYRTEC SOL. 5 MG./5 ML. FCO. C/50 ML,México,330.996,0.0417,331.13402533199996,331.13402533199996,,331.13402533199996
1101,492,7501101649158,PREDIAL PLUS,359139,2025-10-15 04:41:32,11,1.0,340.38,340.38,Baja California Sur,1156,PRE DIAL PLUS 30 TABS 500MG,México,330.46,0.0,330.46,330.46,,330.46
1098,492,7501303442601,QLAIRA,361916,2025-10-20 23:53:55,11,1.0,539.52,539.52,Baja California Sur,1153,QLAIRA  C/28 CPR,México,330.0,0.0,330.0,330.0,1.0,330.0
1101,492,4039658000373,ARLEVERT,362755,2025-10-22 03:30:53,11,1.0,348.55,348.55,Baja California Sur,1156,ARLEVERT 20 TABS 20MG/40MG,México,329.6,0.0,329.6,329.6,,329.6
1101,492,7501088509117,XUZAL,359705,2025-10-16 01:22:40,12,1.0,341.76,341.76,Baja California Sur,1156,XUZAL SOL 200ML,México,327.04,0.0,327.04,327.04,,327.04
1099,492,7501123014743,FEMISAN,360358,2025-10-17 04:01:41,12,1.0,426.75,426.75,Baja California Sur,1762,FEMISAN 3D 800/100MG TABS. VAG. C/3 *GRM*,México,326.8227,0.0,326.8227,326.8227,,326.8227
1097,492,7501258205221,CYRUX,358153,2025-10-13 22:17:33,42,2.0,222.53,445.06,Baja California Sur,1358,CYRUX C/28 TABS. 0.2 MG.,México,162.51,0.0455,162.58394205,325.1678841,,325.1678841
1101,492,7501095452147,TEMPRA,355159,2025-10-07 03:21:38,12,4.0,83.14,332.56,Baja California Sur,1156,TEMPRA 20 TABS 500MG,México,81.2,0.0,81.2,324.8,,324.8
1101,492,7500327050243,FLORATIL,359133,2025-10-15 04:28:05,11,1.0,322.85,322.85,Baja California Sur,1156,FLORATIL PED 12 SOBRES 250 MG,México,321.75,0.0,321.75,321.75,,321.75
1101,492,7501089802071,BRAXAN,355186,2025-10-07 04:00:29,10269,1.0,403.87,403.87,Baja California Sur,1164,BRAXAN TAB C/20 200MG,México,311.7,0.0,311.7,311.7,,311.7
1097,492,7501300407047,FEBRAX,369091,2025-11-03 22:53:40,11,2.0,202.5,405.0,Baja California Sur,1164,FEBRAX TABLETAS C/15,México,152.2607,0.0,152.2607,304.5214,,304.5214
1097,492,7501050633659,CLARITYNE,369091,2025-11-03 22:53:40,11,2.0,163.0,326.0,Baja California Sur,1156,CLARITYNE 10 TABS 10MG,México,149.0,0.0,149.0,298.0,,298.0
1098,492,7501125175626,AMOXICLAV BID,369111,2025-11-03 23:16:45,11,1.0,382.62,382.62,Baja California Sur,1164,AMOXICLAV BID 875MG TABS 14,México,293.2577,0.0,293.2577,293.2577,,293.2577
1101,492,7501070635664,VONTROL,359139,2025-10-15 04:41:32,11,1.0,316.14,316.14,Baja California Sur,1156,VONTROL 25 TABS 25MG,México,289.08,0.0,289.08,289.08,,289.08
1097,492,7502216808379,ESOMEPRAZOL,369091,2025-11-03 22:53:40,42,2.0,167.07,334.14,Baja California Sur,1150,ESOMEPRAZOL 28 TAB 40 MG,México,142.278,-0.05,142.206861,284.413722,,284.413722
1101,492,7501125153532,COMBESTERAL,355107,2025-10-07 02:33:04,12,3.0,97.85,293.55,Baja California Sur,1156,COMBESTERAL SOL INY 1AMP 2ML,México,93.68,0.0,93.68,281.04,,281.04
1097,492,7501299301128,FLAGENASE,363953,2025-10-23 23:51:08,11,2.0,194.84,389.68,Baja California Sur,1164,FLAGENASE 400 PED SUSP 120ML,México,140.4625,0.0,140.4625,280.925,,280.925
1097,492,7501088508912,ANARA,363953,2025-10-23 23:51:08,12,2.0,153.43,306.86,Baja California Sur,1156,ANARA SOL. FCO GOTERO 20ML,México,139.77,0.0,139.77,279.54,,279.54
1098,492,736085405422,SPLASH TEARS,361916,2025-10-20 23:53:55,11,2.0,142.88,285.76,Baja California Sur,1309,SPLASH TEARS Solucion Gotas - 15 ml,México,134.28,0.0,134.28,268.56,,268.56
1098,492,7501092793038,RIOPAN GEL,359592,2025-10-15 22:49:41,11,1.0,285.6,285.6,Baja California Sur,1156,RIOPAN GEL 250ML,México,266.92,0.0,266.92,266.92,,266.92
1101,492,7501258206723,OXITAL C,355186,2025-10-07 04:00:29,11208,6.0,47.3,283.8,Baja California Sur,1309,OXITAL-C 1G Comprimidos Efervescentes - c/10,México,44.44,0.0,44.44,266.64,,266.64
1097,492,7501101600647,BEXAVITAL,360821,2025-10-17 23:35:26,11,1.0,287.06,287.06,Baja California Sur,1156,BEXAVITAL 20 TABS 25 MG  *G3*,México,265.36,0.0,265.36,265.36,,265.36
1101,492,7501008497074,BEROCCA VITAMINAS CALCIO Y MAGNESIO,362727,2025-10-22 03:04:24,11,1.0,286.0,286.0,Baja California Sur,1156,BEROCCA 30 COMP,México,262.0,0.0,262.0,262.0,,262.0
1101,492,7501299303467,PRAZOLAN DUAL,355146,2025-10-07 03:13:04,11,1.0,321.78,321.78,Baja California Sur,1164,PRAZOLAN DUAL 7 GRAG 40MG,México,261.0942,0.0,261.0942,261.0942,,261.0942
1101,492,7501008409503,REDOXON FORTE,355186,2025-10-07 04:00:29,10269,2.0,135.73,271.46,Baja California Sur,1156,REDOXON FTE EFERV 10 COMPR 2GR,México,130.0,0.0,130.0,260.0,,260.0
1098,492,725742762145,ADIOLOL,361916,2025-10-20 23:53:55,20,3.0,183.76,551.28,Baja California Sur,1309,ADIOLOL 100MG Capsulas - c/50,México,86.52,0.0,86.52,259.56,,259.56
1097,492,7501258205474,LISERTIL,359563,2025-10-15 22:33:08,20,2.0,248.77,497.54,Baja California Sur,1309,LISERTIL Tabletas - c/30,México,126.43,0.0,126.43,252.86,,252.86
1101,492,7501089809513,ESKAPAR,355186,2025-10-07 04:00:29,10479,2.0,157.79,315.58,Baja California Sur,1164,ESKAPAR SUSP 90ML,México,126.1125,0.0,126.1125,252.225,,252.225
1098,492,785120754810,ATORLIP,355719,2025-10-08 00:10:53,20,10.0,40.39,403.9,Baja California Sur,1309,ATORLIP 20 Tabletas - c/10,México,25.18,0.0,25.18,251.8,,251.8
1097,492,7501125177569,DECOREX,368051,2025-10-31 23:09:46,42,3.0,87.45,262.35,Baja California Sur,1156,DECOREX 10 TABS 4 MG,México,81.22,0.0,81.22,243.66,,243.66
1098,492,7501299303030,CICLOFERON,361916,2025-10-20 23:53:55,11,1.0,248.17,248.17,Baja California Sur,1156,CICLOFERON CREMA 1 TUBO 10GR,México,243.05,0.0,243.05,243.05,,243.05
1101,492,7501300408754,DAXON,355186,2025-10-07 04:00:29,10269,1.0,275.61,275.61,Baja California Sur,1612,DAXON 500MG C/6,México,240.0,0.0417,240.10008,240.10008,,240.10008
1101,492,7502224243803,CUBREBOCAS ADULTO DCHBLE. 3 PLIEGUES COL. NEGRO (AMBIDERM),355186,2025-10-07 04:00:29,11208,6.0,55.32,331.92,Baja California Sur,1358,CUBREBOCAS ADULTO COLOR NEGRO C/50 PZAS.,México,39.9,0.0455,39.9181545,239.508927,,239.508927
1098,492,7501300407023,DOLAC SUBLINGUAL,366904,2025-10-30 00:39:22,11,2.0,125.63,251.26,Baja California Sur,1156,DOLAC 4 TABS SUBLINGUAL 30MG,México,119.38,0.0,119.38,238.76,,238.76
1101,492,7501101600425,FOLIVITAL,355128,2025-10-07 02:58:14,11,2.0,121.52,243.04,Baja California Sur,1156,FOLIVITAL 30 TAB 5 MG,México,115.94,0.0,115.94,231.88,,231.88
1097,492,7501089809490,ESKAPAR (NIFUROXAZIDA) CAP 200MG C16,361890,2025-10-20 23:33:50,11,2.0,155.71,311.42,Baja California Sur,1164,ESKAPAR 16 CAPS 200MG,México,112.5875,0.0,112.5875,225.175,,225.175
1101,492,7500327050236,FLORATIL,359133,2025-10-15 04:28:05,11,1.0,230.77,230.77,Baja California Sur,1156,FLORATIL PED 6 SOBRES 250 MG,México,224.54,0.0,224.54,224.54,,224.54
1097,492,7501109763375,BISOPROLOL,358153,2025-10-13 22:17:33,42,3.0,100.67,302.01,Baja California Sur,1358,BISOPROLOL C/30 TABS. 2.50 MG.,México,74.4,0.0455,74.433852,223.301556,,223.301556
1101,492,7501300420763,DIMEFOR XR,366362,2025-10-29 03:37:35,11,1.0,256.88,256.88,Baja California Sur,1156,DIMEFOR XR 30 TABS 500 MG,México,222.5,0.0,222.5,222.5,,222.5
1098,492,7501303444001,MICROGYNON,355719,2025-10-08 00:10:53,20,1.0,228.88,228.88,Baja California Sur,1153,MICROGYNON 0.15 / 0.03MG  C/21 TAB,México,221.8,0.0,221.8,221.8,1.0,221.8
1098,492,4104480706196,PANOTO-S,368058,2025-10-31 23:17:29,11,1.0,343.69,343.69,Baja California Sur,1762,CADP 03-2026 PANOTO-S 0.7G/100ML JBE 200ML *SGF*,México,221.7215,0.0,221.7215,221.7215,,221.7215
1101,492,7501101633348,FOLIVITAL,359133,2025-10-15 04:28:05,11,1.0,301.94,301.94,Baja California Sur,1164,FOLIVITAL CAJA 90 CAPS 4MG,México,218.4357,0.0,218.4357,218.4357,,218.4357
1098,492,7501299307878,SENSIBIT RIN,369111,2025-11-03 23:16:45,11,1.0,301.55,301.55,Baja California Sur,1164,SENSIBIT RIN SOL 0.4GR 100/60 ML,México,205.2151,0.0,205.2151,205.2151,,205.2151
1101,492,7501125109928,SOLDRIN OTICO,360356,2025-10-17 03:53:03,12,2.0,135.47,270.94,Baja California Sur,1164,SOLDRIN OTICO SOL GOTAS 10ML,México,102.2139,0.0,102.2139,204.4278,,204.4278
1098,492,7501008498439,REDOXON INFANTIL,363293,2025-10-22 23:48:56,11,2.0,106.06,212.12,Baja California Sur,1156,REDOXON INF 100 TABS MAST M-SA,México,102.0,0.0,102.0,204.0,,204.0
1098,492,7501299307885,SENSIBIT RIN PED,368058,2025-10-31 23:17:29,20,1.0,296.44,296.44,Baja California Sur,1164,SENSIBIT RIN SOL 0.2GR PED 100/60 ML,México,202.8241,0.0,202.8241,202.8241,,202.8241
1098,492,7501842900945,GENCATROL RTD,361916,2025-10-20 23:53:55,20,2.0,222.2,444.4,Baja California Sur,1309,GENCATROL RTD  Tabletas LP - c/60,México,100.7,0.0,100.7,201.4,,201.4
1098,492,785120754841,MAVIDOL TR,359592,2025-10-15 22:49:41,20,5.0,58.88,294.4,Baja California Sur,1309,MAVIDOL TR Capsulas - c/10,México,39.82,0.0,39.82,199.1,,199.1
1101,492,7502227426456,NESAJAR,359705,2025-10-16 01:22:40,20,1.0,208.25,208.25,Baja California Sur,1309,NESAJAR Capsulas - c/32,México,198.12,0.0,198.12,198.12,,198.12
1097,492,7501064560163,IODEX CRISTAL (ALCANFOR/SALICILATO METILO) UNG FCO 60G,361890,2025-10-20 23:33:50,11,3.0,65.62,196.86,Baja California Sur,1156,IODEX CRISTAL 60GR,México,65.58,0.0,65.58,196.74,,196.74
1098,492,75014032,SOLUTINA F,361916,2025-10-20 23:53:55,11,2.0,99.54,199.08,Baja California Sur,1156,SOLUTINA F GOTAS 15ML,México,97.67,0.0,97.67,195.34,,195.34
1101,492,7501300421524,DOLAC,362727,2025-10-22 03:04:24,11,2.0,100.0,200.0,Baja California Sur,1156,DOLAC 10 CAPS 10 MG,México,96.88,0.0,96.88,193.76,,193.76
1098,492,7501258213592,BENCOPRIM,355719,2025-10-08 00:10:53,20,2.0,179.72,359.44,Baja California Sur,1150,BENCOPRIM 100 TAB 10 MG,México,96.1038,-0.05,96.0557481,192.1114962,,192.1114962
1097,492,7501125112935,PISACAINA 2% C/EPINEFRINA INY. CAJA C/FCO. AMP. C/50 ML.,363953,2025-10-23 23:51:08,42,3.0,71.31,213.93,Baja California Sur,1358,PISACAINA 2% C/EPINEFRINA AMP. 50 ML.,México,63.66,0.0455,63.6889653,191.0668959,,191.0668959
1101,492,20800753067,PEPTO BISMOL ANIS,359135,2025-10-15 04:34:26,11,2.0,98.3,196.6,Baja California Sur,1156,PEPTO BISMOL SUSP 118ML,México,91.11,0.0,91.11,182.22,,182.22
1101,492,7501287678034,BONADOXINA,355186,2025-10-07 04:00:29,10479,1.0,201.65,201.65,Baja California Sur,1164,BONADOXINA 25 TABS,México,181.5059,0.0,181.5059,181.5059,,181.5059
1097,492,7501493874695,DIFENHISTAT,363953,2025-10-23 23:51:08,12,3.0,100.0,300.0,Baja California Sur,1161,DIFENHISTAT 10MG/1ML INYECTABLE C/1 AMPULA (KENER),México,60.375,0.0,60.375,181.125,,181.125
1098,492,7501001353377,PEPTO BISMOL,361916,2025-10-20 23:53:55,11,2.0,92.58,185.16,Baja California Sur,1156,PEPTO BISMOL CRZA 24TAB MASTIC,México,89.35,0.0,89.35,178.7,,178.7
1101,492,7501095409004,GRANEODIN B,355128,2025-10-07 02:58:14,12,2.0,101.25,202.5,Baja California Sur,1161,GRANEODIN B 10MG PASTILLAS Sabor Frambuesa C/24,México,87.1125,0.0,87.1125,174.225,,174.225
1097,492,354312225133,VITACILINA,357133,2025-10-10 23:35:36,20,5.0,36.6,183.0,Baja California Sur,1309,VITACILINA UNGUENTO Ungüento - 28 g,México,34.7,0.0,34.7,173.5,,173.5
1101,492,7502224242431,CUBREBOCAS ADULTO DCHBLE. 3 PLIEGUES COL. AZUL (AMBIDERM),355186,2025-10-07 04:00:29,11208,4.0,55.32,221.28,Baja California Sur,1358,CUBREBOCAS ADULTO COLOR AZUL C/50 PZAS.,México,42.43,0.0455,42.44930565,169.7972226,,169.7972226
1101,492,650240015571,NASALUB INF,355146,2025-10-07 03:13:04,11,2.0,90.83,181.66,Baja California Sur,1164,NASALUB INF SOL GTAS 30ML,México,83.9235,0.0,83.9235,167.847,,167.847
1098,492,7501258207584,MUPIROCINA,358222,2025-10-13 23:17:29,20,2.0,102.59,205.18,Baja California Sur,1309,MUPIROCINA SERRAL Ungüento - 15 g,México,80.2,0.0,80.2,160.4,,160.4
1097,492,7501065013798,SENOKOT,359563,2025-10-15 22:33:08,11,2.0,81.89,163.78,Baja California Sur,1156,SENOKOT 28 TABS 187 MG,México,79.93,0.0,79.93,159.86,,159.86
1101,492,7501070613044,ANDANTOL,366362,2025-10-29 03:37:35,11,1.0,180.56,180.56,Baja California Sur,1309,ANDANTOL Jalea - 25 g,México,159.52,0.0,159.52,159.52,,159.52
1101,492,7501070635718,VONTROL SOL INY,359139,2025-10-15 04:41:32,11,1.0,174.24,174.24,Baja California Sur,1156,VONTROL 2 AMPS 40MG 2ML,México,159.06,0.0,159.06,159.06,,159.06
1098,492,7502227874202,ORDEGAN,359592,2025-10-15 22:49:41,20,6.0,73.95,443.7,Baja California Sur,1309,ORDEGAN Capsulas - c/10,México,25.96,0.0,25.96,155.76,,155.76
1101,492,7501086310401,DALVEAR JBE INF MIEL LIMA LIMON,359127,2025-10-15 04:18:10,11,1.0,251.06,251.06,Baja California Sur,1762,CADP 01-2026 DALVEAR INF 150/80MG/100ML JBE 200ML *SGF* SABOR MIEL-LIMA-LIMON,México,155.5707,0.0,155.5707,155.5707,1.0,155.5707
1097,492,7501123019700,UNIFER,368051,2025-10-31 23:09:46,12,1.0,286.95,286.95,Baja California Sur,1762,CADP 07-2026 UNIFER 18MG CAP C/30 *GRM*,México,150.5102,0.0,150.5102,150.5102,,150.5102
1097,492,7501088505355,ALIN OFTALMICO,360821,2025-10-17 23:35:26,11,2.0,76.38,152.76,Baja California Sur,1156,ALIN GOTAS OFTALMICO 5ML,México,75.14,0.0,75.14,150.28,,150.28
1098,492,7501022101155,REUMOPHAN,361916,2025-10-20 23:53:55,11,1.0,149.82,149.82,Baja California Sur,1156,REUMOPHAN 20 TABS,México,144.96,0.0,144.96,144.96,,144.96
1097,492,7501165010673,HISTIACIL FAM,368051,2025-10-31 23:09:46,42,1.0,158.14,158.14,Baja California Sur,1156,HISTIACIL FAM JBE ADTO 140ML,México,141.48,0.0,141.48,141.48,,141.48
1098,492,7590002037157,VICK 44 JBE EXPECTORANTE MIEL,365605,2025-10-27 23:16:02,20,1.0,142.87,142.87,Baja California Sur,1156,VICK JBE MIEL 44EXP 120ML,México,141.35,0.0,141.35,141.35,,141.35
1097,492,7501299355039,CICLOFERON XTRM,369091,2025-11-03 22:53:40,12,2.0,72.47,144.94,Baja California Sur,1156,CICLOFERON XTRM CREMA TUBO 2GR,México,70.3,0.0,70.3,140.6,,140.6
1097,492,7501165000230,NEO-MELUBRINA (METAMIZOL SODICO) TAB 500MG C10,361890,2025-10-20 23:33:50,11,2.0,82.22,164.44,Baja California Sur,1309,NEO-MELUBRINA Tabletas - c/10,México,69.19,0.0,69.19,138.38,,138.38
1099,492,7501065066398,ADVIL 12H,360358,2025-10-17 04:01:41,12,1.0,138.16,138.16,Baja California Sur,1156,ADVIL 12 HORAS 12 TABS 600 MG,México,136.74,0.0,136.74,136.74,,136.74
1097,492,7501563380279,NITROFURANTOINA,359563,2025-10-15 22:33:08,42,3.0,46.63,139.89,Baja California Sur,1309,NITROFURANTOINA RANDALL Capsulas - c/40,México,45.27,0.0,45.27,135.81,,135.81
1101,492,7501299300763,ECTAPRIM F,359705,2025-10-16 01:22:40,10269,5.0,174.97,874.85,Baja California Sur,1358,KENCICLEN C/10 CAPS. 100 MG.,México,26.39,0.0455,26.40200745,132.01003724999998,,132.01003724999998
