point_of_sale_id,drug_manufacturer_id,vendor_id,potencial_total,gasto_actual,status,valor_negocio,gasto_oportunidad,ahorro_total,client_name,pos_name,manufacturer_name
1325,10281,1164,2420.9,8309.06,,1.21045,3127.8399999999997,706.9399999999996,Farmacia Juquilita,Juquilita,Farmadepot
1325,10738,1350,620.53,13720.52,,0.310265,775.42,154.89,Farmacia Juquilita,Juquilita,Pharmaceutix
1325,10761,1358,612.77724253,3315.64,,0.306388621265,2624.2400000000002,2011.4627574700003,Farmacia Juquilita,Juquilita,Dilopsan
1366,10267,1150,551.0298232,111433.495,0.0,0.2755149116,12468.7,11917.6701768,Farmacia Farmamundo,Farmamundo,Grupo Privarez
1366,10269,1152,2017.8600000000001,97650.79,1.0,1.00893,30709.2,28691.34,Farmacia Farmamundo,Farmamundo,Farmaceuticos Tenorio
1366,10273,1156,34.06,7417.65,1.0,0.01703,749.0,714.94,Farmacia Farmamundo,Farmamundo,Almacen de Drogas
1366,10276,1159,249.1332,91490.92,0.0,0.1245666,5113.1,4863.9668,Farmacia Farmamundo,Farmamundo,Diefsa Distribuidora
1366,10281,1164,36.2,2550.9,1.0,0.0181,435.7,399.5,Farmacia Farmamundo,Farmamundo,Farmadepot
1366,10637,1309,1125.77,115601.715,,0.562885,26829.39,25703.62,Farmacia Farmamundo,Farmamundo,Medicinas Rosario
1366,10738,1350,963.59,124696.315,,0.48179500000000003,17301.0,16337.41,Farmacia Farmamundo,Farmamundo,Pharmaceutix
1366,10761,1358,756.77654361,87920.9,1.0,0.378388271805,13422.13,12665.35345639,Farmacia Farmamundo,Farmamundo,Dilopsan
1422,10267,1150,1163.8901424,10245.59,,0.5819450712,1788.1999999999998,624.3098575999998,WeCare Pharma,Centro Sur,Grupo Privarez
1422,10269,1152,3893.11,16633.96,1.0,1.9465550000000003,6231.44,2338.3299999999995,WeCare Pharma,Centro Sur,Farmaceuticos Tenorio
1422,10273,1156,18858.77,46608.18,,9.429385,23624.81,4766.040000000001,WeCare Pharma,Centro Sur,Almacen de Drogas
1422,10276,1159,11926.192,32579.94,,5.963095999999999,16389.95,4463.758000000002,WeCare Pharma,Centro Sur,Diefsa Distribuidora
1422,10281,1164,2342.5,5226.61,,1.1712500000000001,4156.07,1813.5699999999997,WeCare Pharma,Centro Sur,Farmadepot
1422,10637,1309,1752.77,7728.7,,0.876385,3090.16,1337.3899999999999,WeCare Pharma,Centro Sur,Medicinas Rosario
1422,10738,1350,802.22,21718.79,,0.4011100000000001,1310.56,508.3399999999999,WeCare Pharma,Centro Sur,Pharmaceutix
1422,10761,1358,1343.30662262,6800.6900000000005,,0.6716533113100001,2247.07,903.7633773800001,WeCare Pharma,Centro Sur,Dilopsan
1446,10267,1150,30.9332336,3472.21,,0.015466616800000001,111.92,80.9867664,WeCare Pharma,Fisher,Grupo Privarez
1446,10269,1152,1252.7800000000002,7930.44,1.0,0.6263900000000001,2076.42,823.6399999999999,WeCare Pharma,Fisher,Farmaceuticos Tenorio
1446,10273,1156,13235.78,32157.18,,6.61789,21518.5,8282.72,WeCare Pharma,Fisher,Almacen de Drogas
1446,10276,1159,2720.6524,9347.17,,1.3603262,4512.22,1791.5676000000003,WeCare Pharma,Fisher,Diefsa Distribuidora
1446,10281,1164,1191.0,4425.12,,0.5955,4159.0199999999995,2968.0199999999995,WeCare Pharma,Fisher,Farmadepot
1446,10637,1309,324.68,3729.79,,0.16234,779.3199999999999,454.63999999999993,WeCare Pharma,Fisher,Medicinas Rosario
1446,10738,1350,308.17,6967.09,,0.154085,716.9,408.72999999999996,WeCare Pharma,Fisher,Pharmaceutix
1446,10761,1358,162.79443075,1162.37,,0.081397215375,449.86,287.06556925,WeCare Pharma,Fisher,Dilopsan
1447,10273,1156,2049.19,3001.66,,1.0245950000000001,2278.62,229.42999999999984,Farmacias Pasteur,CEDIS,Almacen de Drogas
1447,10276,1159,1639.1264,3045.04,,0.8195632,1937.2,298.07359999999994,Farmacias Pasteur,CEDIS,Diefsa Distribuidora
1448,10267,1150,2053.59720688,77031.06,1.0,1.02679860344,14734.55,12680.95279312,Farmacia Mas salud Mexico,Farmacia Mas salud,Grupo Privarez
1448,10269,1152,21569.29,102274.552,1.0,10.784645000000001,52418.12,30848.83,Farmacia Mas salud Mexico,Farmacia Mas salud,Farmaceuticos Tenorio
1448,10273,1156,29920.72,126282.455,0.0,14.960360000000001,38916.98,8996.260000000002,Farmacia Mas salud Mexico,Farmacia Mas salud,Almacen de Drogas
1448,10276,1159,14215.4172,115665.756,,7.1077086,23430.79,9215.372800000001,Farmacia Mas salud Mexico,Farmacia Mas salud,Diefsa Distribuidora
1448,10281,1164,12048.9,43785.47,,6.02445,25599.41,13550.51,Farmacia Mas salud Mexico,Farmacia Mas salud,Farmadepot
1448,10637,1309,7104.69,73374.01,,3.552345,31095.2,23990.510000000002,Farmacia Mas salud Mexico,Farmacia Mas salud,Medicinas Rosario
1448,10738,1350,5215.7,115297.02,,2.6078499999999996,22845.37,17629.67,Farmacia Mas salud Mexico,Farmacia Mas salud,Pharmaceutix
1448,10761,1358,6630.71969243,67437.13,1.0,3.3153598462150002,28715.88,22085.16030757,Farmacia Mas salud Mexico,Farmacia Mas salud,Dilopsan
1477,10267,1150,1428.16165592,72963.01,1.0,0.71408082796,3132.12,1703.95834408,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Grupo Privarez
1477,10269,1152,10065.96,90500.444,1.0,5.032979999999999,14879.71,4813.75,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Farmaceuticos Tenorio
1477,10273,1156,60452.01,218526.28,1.0,30.226005,75888.59,15436.579999999994,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Almacen de Drogas
1477,10276,1159,5135.6448,117394.059,1.0,2.5678224000000003,7402.33,2266.6852,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Diefsa Distribuidora
1477,10277,1160,440.1708,1157.55,1.0,0.22008540000000001,1157.55,717.3792,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Luman Farmaceuticos
1477,10281,1164,3627.75,21975.7,1.0,1.813875,6308.26,2680.51,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Farmadepot
1477,10608,1303,3185.62,38353.97,1.0,1.59281,7753.38,4567.76,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Distribuidora Gendifar
1477,10637,1309,5884.79,64665.52,1.0,2.9423950000000003,9959.51,4074.7200000000003,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Medicinas Rosario
1477,10738,1350,1826.83,101743.28600000001,1.0,0.913415,4283.08,2456.25,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Pharmaceutix
1477,10761,1358,4118.01391097,43959.956,1.0,2.059006955485,10139.156,6021.1420890300005,Farmacia San Ángel Medery,Farmacia San Ángel Medery,Dilopsan
1478,10269,1152,666.84,2446.39,1.0,0.33342,1907.15,1240.31,Farmacia Libano QRO,Farmacia Libano Qro,Farmaceuticos Tenorio
1478,10273,1156,582.89,1550.53,0.0,0.291445,1291.71,708.82,Farmacia Libano QRO,Farmacia Libano Qro,Almacen de Drogas
1478,10276,1159,132.1356,2869.51,0.0,0.06606780000000001,551.6700000000001,419.53440000000006,Farmacia Libano QRO,Farmacia Libano Qro,Diefsa Distribuidora
1478,10281,1164,176.6,611.71,1.0,0.0883,611.71,435.11,Farmacia Libano QRO,Farmacia Libano Qro,Farmadepot
1478,10637,1309,509.44,2678.26,,0.25472,2209.4500000000003,1700.0100000000002,Farmacia Libano QRO,Farmacia Libano Qro,Medicinas Rosario
1478,10738,1350,369.62,3476.65,,0.18481000000000003,1298.3400000000001,928.7200000000001,Farmacia Libano QRO,Farmacia Libano Qro,Pharmaceutix
1478,10761,1358,318.96705424000004,2169.88,,0.15948352712000002,1480.15,1161.1829457600002,Farmacia Libano QRO,Farmacia Libano Qro,Dilopsan
1524,10267,1150,766.34073656,5796.02,,0.38317036828,3844.86,3078.51926344,Almada Farma,Almaba Farma,Grupo Privarez
1524,10269,1152,1206.7,6559.37,,0.60335,5095.86,3889.16,Almada Farma,Almaba Farma,Farmaceuticos Tenorio
1524,10273,1156,67.25,1118.04,,0.033625,137.5,70.25,Almada Farma,Almaba Farma,Almacen de Drogas
1524,10276,1159,497.292,3975.75,1.0,0.248646,2295.52,1798.228,Almada Farma,Almaba Farma,Diefsa Distribuidora
1524,10281,1164,154.4,454.29,,0.0772,397.43,243.03,Almada Farma,Almaba Farma,Farmadepot
1524,10637,1309,1062.84,5846.0,,0.53142,4965.35,3902.51,Almada Farma,Almaba Farma,Medicinas Rosario
1524,10738,1350,830.49,6267.58,,0.41524500000000003,4137.88,3307.3900000000003,Almada Farma,Almaba Farma,Pharmaceutix
1524,10761,1358,730.84946745,4140.52,,0.365424733725,3612.8,2881.9505325500004,Almada Farma,Almaba Farma,Dilopsan
1527,10267,1150,1472.840784,43545.14,,0.736420392,7498.0,6025.159216,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Grupo Privarez
1527,10269,1152,14176.65,78882.6,1.0,7.088325,32347.5,18170.85,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Farmaceuticos Tenorio
1527,10273,1156,25523.48,117853.94,,12.76174,31458.32,5934.84,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Almacen de Drogas
1527,10276,1159,15473.936,100195.75,,7.736967999999999,23167.5,7693.564,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Diefsa Distribuidora
1527,10281,1164,7111.1,38994.17,,3.55555,13554.32,6443.219999999999,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Farmadepot
1527,10637,1309,3862.71,36862.34,,1.9313550000000002,17037.67,13174.96,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Medicinas Rosario
1527,10738,1350,2374.4700000000003,69342.22,,1.1872350000000003,10139.42,7764.95,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Pharmaceutix
1527,10761,1358,3250.11703979,32006.95,,1.625058519895,16034.69,12784.57296021,MERCASAVI SA DE CV,Farmacia New Pharma Multiservicio,Dilopsan
1588,10267,1150,18483.54452544,80692.67,,9.24177226272,33363.51,14879.965474560002,Farma Plus,Farma Plus Fontanas,Grupo Privarez
1588,10269,1152,73774.48,156510.16,1.0,36.88724,105294.69,31520.210000000006,Farma Plus,Farma Plus Fontanas,Farmaceuticos Tenorio
1588,10273,1156,175683.08,363917.69,0.0,87.84154,198916.01,23232.930000000022,Farma Plus,Farma Plus Fontanas,Almacen de Drogas
1588,10276,1159,90198.9088,231344.2,,45.099454400000006,116586.36,26387.451199999996,Farma Plus,Farma Plus Fontanas,Diefsa Distribuidora
1588,10281,1164,40417.0,78070.86,,20.2085,57871.85,17454.85,Farma Plus,Farma Plus Fontanas,Farmadepot
1588,10637,1309,23313.0,59111.53,,11.656500000000001,41480.92,18167.92,Farma Plus,Farma Plus Fontanas,Medicinas Rosario
1588,10738,1350,28158.72,167705.58,,14.079360000000001,48837.32,20678.6,Farma Plus,Farma Plus Fontanas,Pharmaceutix
1588,10761,1358,22039.52514823,56230.66,,11.019762574115001,40301.55,18262.024851770002,Farma Plus,Farma Plus Fontanas,Dilopsan
1589,10267,1150,9054.09482488,37050.22,,4.52704741244,16057.18,7003.085175120001,Farma Plus,Farma Plus Avandaro,Grupo Privarez
1589,10269,1152,40040.43,83197.3,1.0,20.020215,54881.89,14841.46,Farma Plus,Farma Plus Avandaro,Farmaceuticos Tenorio
1589,10273,1156,90843.05,170281.14,,45.421525,101424.01,10580.959999999992,Farma Plus,Farma Plus Avandaro,Almacen de Drogas
1589,10276,1159,46120.4864,122160.82,,23.0602432,60143.84,14023.353599999995,Farma Plus,Farma Plus Avandaro,Diefsa Distribuidora
1589,10281,1164,27790.26,46737.53,,13.89513,38095.82,10305.560000000001,Farma Plus,Farma Plus Avandaro,Farmadepot
1589,10637,1309,12048.11,30911.69,,6.024055000000001,20416.6,8368.489999999998,Farma Plus,Farma Plus Avandaro,Medicinas Rosario
1589,10738,1350,14071.9,86167.38,,7.035950000000001,22476.74,8404.840000000002,Farma Plus,Farma Plus Avandaro,Pharmaceutix
1589,10761,1358,10073.36927926,28219.15,,5.03668463963,19127.82,9054.45072074,Farma Plus,Farma Plus Avandaro,Dilopsan
1590,10267,1150,23272.62189608,103328.08,,11.63631094804,44678.270000000004,21405.648103920004,Farma Plus,Farma Plus  Fresno,Grupo Privarez
1590,10269,1152,90819.33,189910.77,1.0,45.409665000000004,136232.04,45412.71000000001,Farma Plus,Farma Plus  Fresno,Farmaceuticos Tenorio
1590,10273,1156,202053.81,382962.46,,101.02690500000001,232417.48,30363.670000000013,Farma Plus,Farma Plus  Fresno,Almacen de Drogas
1590,10276,1159,89613.306,238128.61,,44.806653,123406.82,33793.51400000001,Farma Plus,Farma Plus  Fresno,Diefsa Distribuidora
1590,10281,1164,52436.25,100513.46,,26.218125,75918.1,23481.850000000006,Farma Plus,Farma Plus  Fresno,Farmadepot
1590,10637,1309,32924.62,81822.22,,16.462310000000002,60504.06,27579.439999999995,Farma Plus,Farma Plus  Fresno,Medicinas Rosario
1590,10738,1350,38960.659999999996,210223.68,,19.48033,65673.03,26712.370000000003,Farma Plus,Farma Plus  Fresno,Pharmaceutix
1590,10761,1358,29120.09761695,75370.21,,14.560048808474999,53973.79,24853.69238305,Farma Plus,Farma Plus  Fresno,Dilopsan
1599,10267,1150,136.76350159999998,1728.7559999999999,,0.06838175079999999,794.6899999999999,657.9264983999999,Farma 360,ROMA NORTE,Grupo Privarez
1599,10269,1152,1186.94,5186.19,1.0,0.59347,3587.945,2401.005,Farma 360,ROMA NORTE,Farmaceuticos Tenorio
1599,10273,1156,1643.79,7881.944,1.0,0.8218949999999999,3163.408,1519.618,Farma 360,ROMA NORTE,Almacen de Drogas
1599,10276,1159,1553.6924,6824.986,1.0,0.7768461999999999,2902.12,1348.4276,Farma 360,ROMA NORTE,Diefsa Distribuidora
1599,10281,1164,502.6,1244.161,,0.2513,669.78,167.17999999999995,Farma 360,ROMA NORTE,Farmadepot
1599,10637,1309,384.45,2428.792,,0.192225,1491.606,1107.156,Farma 360,ROMA NORTE,Medicinas Rosario
1599,10738,1350,299.89,5455.564,,0.149945,1596.03,1296.1399999999999,Farma 360,ROMA NORTE,Pharmaceutix
1599,10761,1358,118.78241875,1379.769,,0.059391209375000004,472.05999999999995,353.2775812499999,Farma 360,ROMA NORTE,Dilopsan
1601,10267,1150,3205.83937512,115756.17,,1.6029196875600003,15859.960000000001,12654.12062488,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Grupo Privarez
1601,10269,1152,23013.62,128738.346,1.0,11.50681,55290.229,32276.609,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Farmaceuticos Tenorio
1601,10273,1156,49473.63,182661.656,1.0,24.736814999999996,63824.782,14351.152000000002,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Almacen de Drogas
1601,10276,1159,16574.1612,148982.325,,8.2870806,25756.26,9182.0988,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Diefsa Distribuidora
1601,10277,1160,1323.4652,5690.897,,0.6617326,5232.177,3908.7117999999996,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Luman Farmaceuticos
1601,10281,1164,4528.9,17630.813,1.0,2.26445,7989.42,3460.5200000000004,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Farmadepot
1601,10608,1303,8307.17,92677.605,,4.153585,25412.338,17105.167999999998,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Distribuidora Gendifar
1601,10637,1309,17456.27,115585.677,1.0,8.728135,52973.69,35517.42,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Medicinas Rosario
1601,10738,1350,7080.71,149533.058,,3.5403550000000004,27323.876,20243.166,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Pharmaceutix
1601,10761,1358,11506.4404009,96307.913,,5.75322020045,35170.958,23664.5175991,Farmacia Nueva San Juan - Artemio,Farmacia Nueva San Juan,Dilopsan
1610,10267,1150,1273.58551584,39050.88,,0.63679275792,5403.18,4129.59448416,Vitau,CEDIS Monterrey Vitau,Grupo Privarez
1610,10269,1152,15416.35,80664.14,1.0,7.708175,49178.54,33762.19,Vitau,CEDIS Monterrey Vitau,Farmaceuticos Tenorio
1610,10273,1156,214798.34,631056.5,1.0,107.39917,348353.04,133554.69999999998,Vitau,CEDIS Monterrey Vitau,Almacen de Drogas
1610,10276,1159,28575.7532,160484.79,1.0,14.2878766,70949.31,42373.5568,Vitau,CEDIS Monterrey Vitau,Diefsa Distribuidora
1610,10281,1164,7967.58,26242.49,1.0,3.9837900000000004,18513.21,10545.63,Vitau,CEDIS Monterrey Vitau,Farmadepot
1610,10637,1309,1621.47,43516.090000000004,,0.810735,9453.83,7832.36,Vitau,CEDIS Monterrey Vitau,Medicinas Rosario
1610,10738,1350,2910.26,83449.33,,1.45513,8949.63,6039.369999999999,Vitau,CEDIS Monterrey Vitau,Pharmaceutix
1610,10761,1358,1690.92149558,25579.38,,0.8454607477900001,11881.84,10190.91850442,Vitau,CEDIS Monterrey Vitau,Dilopsan
1616,10267,1150,12051.82092392,231224.57,1.0,6.02591046196,41857.44,29805.619076080002,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Grupo Privarez
1616,10269,1152,76424.77,270039.77,,38.212385000000005,154868.79,78444.02,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Farmaceuticos Tenorio
1616,10273,1156,203860.05,577751.65,1.0,101.93002499999999,235823.84,31963.790000000008,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Almacen de Drogas
1616,10276,1159,62902.623999999996,390095.94,1.0,31.451311999999998,100758.97,37856.346000000005,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Diefsa Distribuidora
1616,10277,1160,3562.5362,16792.41,,1.7812681000000001,15564.32,12001.7838,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Luman Farmaceuticos
1616,10281,1164,19358.45,41010.48,,9.679225,30884.71,11526.259999999998,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Farmadepot
1616,10608,1303,26218.43,190406.56,1.0,13.109214999999999,72755.8,46537.37,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Distribuidora Gendifar
1616,10637,1309,46691.95,231096.13,,23.345975,120171.82,73479.87000000001,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Medicinas Rosario
1616,10738,1350,24805.99,305655.0,,12.402995,72480.03,47674.03999999999,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Pharmaceutix
1616,10761,1358,29352.70110037,188951.15,,14.676350550185001,77470.62,48117.91889962999,Farmacia Nueva San Juan Santa María,Farmacia Nueva San Juan Santa María,Dilopsan
1650,10267,1150,1028.7943056,120435.425,1.0,0.5143971528,29756.27,28727.4756944,BioFarmacias,BioFarmacias - Cedis,Grupo Privarez
1650,10268,1151,1294.068,73435.135,,0.647034,35390.34,34096.272,BioFarmacias,BioFarmacias - Cedis,Quifamesa
1650,10269,1152,1811.66,86859.135,1.0,0.90583,48598.868,46787.208,BioFarmacias,BioFarmacias - Cedis,Farmaceuticos Tenorio
1650,10276,1159,702.8672,75446.132,1.0,0.3514336,22324.06,21621.1928,BioFarmacias,BioFarmacias - Cedis,Diefsa Distribuidora
1650,10637,1309,1766.96,109854.573,1.0,0.88348,58455.15,56688.19,BioFarmacias,BioFarmacias - Cedis,Medicinas Rosario
1650,10738,1350,1243.97,119779.895,,0.621985,32780.04,31536.07,BioFarmacias,BioFarmacias - Cedis,Pharmaceutix
1650,10761,1358,1375.96553607,107029.012,1.0,0.687982768035,37896.775,36520.80946393,BioFarmacias,BioFarmacias - Cedis,Dilopsan
1673,10267,1150,3633.86228264,103808.08,,1.81693114132,14321.38,10687.517717359999,Farmacia Zamora,Farmacia Zamora,Grupo Privarez
1673,10269,1152,148755.3,1211253.99,1.0,74.37765,660474.31,511719.01000000007,Farmacia Zamora,Farmacia Zamora,Farmaceuticos Tenorio
1673,10273,1156,859132.8099999999,8289224.89,1.0,429.566405,2947986.0,2088853.19,Farmacia Zamora,Farmacia Zamora,Almacen de Drogas
1673,10276,1159,242895.8916,2670768.02,,121.4479458,1098990.59,856094.6984000001,Farmacia Zamora,Farmacia Zamora,Diefsa Distribuidora
1673,10281,1164,62902.4,622198.52,,31.4512,417101.56,354199.16,Farmacia Zamora,Farmacia Zamora,Farmadepot
1673,10637,1309,12349.74,204191.72,,6.174869999999999,77780.14,65430.4,Farmacia Zamora,Farmacia Zamora,Medicinas Rosario
1673,10738,1350,25607.16,783269.68,,12.80358,117256.73,91649.56999999999,Farmacia Zamora,Farmacia Zamora,Pharmaceutix
1673,10761,1358,1840.7023746,119628.47,,0.9203511873,67285.33,65444.627625400004,Farmacia Zamora,Farmacia Zamora,Dilopsan
1679,10267,1150,17589.49803528,141395.12,,8.794749017640001,39797.55,22208.05196472,Farmacia Herrera,Matriz,Grupo Privarez
1679,10269,1152,324599.63,940004.74,1.0,162.299815,638673.86,314074.23,Farmacia Herrera,Matriz,Farmaceuticos Tenorio
1679,10273,1156,1858564.63,5538616.96,1.0,929.2823149999999,2645267.03,786702.3999999999,Farmacia Herrera,Matriz,Almacen de Drogas
1679,10276,1159,596080.3608,1982299.35,,298.04018040000005,1160229.45,564149.0891999999,Farmacia Herrera,Matriz,Diefsa Distribuidora
1679,10281,1164,229950.04,611638.53,,114.97502,542708.81,312758.77,Farmacia Herrera,Matriz,Farmadepot
1679,10637,1309,13278.76,71927.66,,6.63938,30431.41,17152.65,Farmacia Herrera,Matriz,Medicinas Rosario
1679,10738,1350,47124.48,496671.9,,23.562240000000003,87650.08,40525.6,Farmacia Herrera,Matriz,Pharmaceutix
1679,10761,1358,6607.72341616,78767.08,,3.30386170808,45811.44,39203.71658384,Farmacia Herrera,Matriz,Dilopsan
1680,10267,1150,9434.52014096,80020.81,,4.71726007048,18591.68,9157.15985904,Farmacia Herrera,Boulevard,Grupo Privarez
1680,10269,1152,261706.27,774967.46,1.0,130.853135,529164.34,267458.06999999995,Farmacia Herrera,Boulevard,Farmaceuticos Tenorio
1680,10273,1156,1429746.67,4641787.47,1.0,714.873335,2071012.84,641266.1700000002,Farmacia Herrera,Boulevard,Almacen de Drogas
1680,10276,1159,492490.5744,1574754.88,1.0,246.24528719999998,937264.7,444774.12559999997,Farmacia Herrera,Boulevard,Diefsa Distribuidora
1680,10281,1164,161757.34,419296.91,,80.87867,378101.65,216344.31000000003,Farmacia Herrera,Boulevard,Farmadepot
1680,10637,1309,7149.02,35174.69,,3.57451,14299.81,7150.789999999999,Farmacia Herrera,Boulevard,Medicinas Rosario
1680,10738,1350,27125.18,346091.55,,13.56259,41772.07,14646.89,Farmacia Herrera,Boulevard,Pharmaceutix
1680,10761,1358,4025.42864209,49710.3,,2.012714321045,32363.100000000002,28337.671357910003,Farmacia Herrera,Boulevard,Dilopsan
1681,10267,1150,17142.92428032,100426.53,,8.57146214016,24658.84,7515.915719680001,Farmacia Herrera,Arboledas,Grupo Privarez
1681,10269,1152,313597.31,768231.34,1.0,156.798655,542762.22,229164.90999999997,Farmacia Herrera,Arboledas,Farmaceuticos Tenorio
1681,10273,1156,1714321.51,4780026.69,1.0,857.1607550000001,2258228.26,543906.7499999998,Farmacia Herrera,Arboledas,Almacen de Drogas
1681,10276,1159,528658.9684,1573574.14,,264.3294842,877742.77,349083.8016,Farmacia Herrera,Arboledas,Diefsa Distribuidora
1681,10281,1164,208096.11,422096.35,,104.04805499999999,373416.62,165320.51,Farmacia Herrera,Arboledas,Farmadepot
1681,10637,1309,9666.95,39317.71,,4.833475,16453.07,6786.119999999999,Farmacia Herrera,Arboledas,Medicinas Rosario
1681,10738,1350,59395.61,391557.59,,29.697805,77262.86,17867.25,Farmacia Herrera,Arboledas,Pharmaceutix
1681,10761,1358,6537.59427613,48981.8,,3.2687971380650005,31050.66,24513.06572387,Farmacia Herrera,Arboledas,Dilopsan
1682,10267,1150,5995.357473919999,34436.83,,2.9976787369599998,9858.85,3863.492526080001,Farmacia Herrera,Tecnológico,Grupo Privarez
1682,10269,1152,156774.03,427762.53,1.0,78.387015,299796.77,143022.74000000002,Farmacia Herrera,Tecnológico,Farmaceuticos Tenorio
1682,10273,1156,895913.34,2505851.81,1.0,447.95667000000003,1157634.4,261721.05999999994,Farmacia Herrera,Tecnológico,Almacen de Drogas
1682,10276,1159,275499.0488,865958.98,1.0,137.74952439999998,500017.47000000003,224518.42120000004,Farmacia Herrera,Tecnológico,Diefsa Distribuidora
1682,10281,1164,111848.43,266707.06,,55.924215,243088.85,131240.42,Farmacia Herrera,Tecnológico,Farmadepot
1682,10637,1309,5726.55,23243.170000000002,,2.863275,8357.050000000001,2630.500000000001,Farmacia Herrera,Tecnológico,Medicinas Rosario
1682,10738,1350,22755.3,202174.23,,11.37765,39643.59,16888.289999999997,Farmacia Herrera,Tecnológico,Pharmaceutix
1682,10761,1358,3244.84560108,20266.09,,1.6224228005399999,12531.539999999999,9286.694398919999,Farmacia Herrera,Tecnológico,Dilopsan
1692,10267,1150,551.62894352,2326794.172,1.0,0.27581447176,46573.0,46021.37105648,Farmacias Regia,Cedis,Grupo Privarez
1692,10269,1152,3081.65,2058333.532,1.0,1.5408250000000001,162400.75,159319.1,Farmacias Regia,Cedis,Farmaceuticos Tenorio
1692,10276,1159,665.8052,1829012.0320000001,1.0,0.33290260000000005,27775.45,27109.644800000002,Farmacias Regia,Cedis,Diefsa Distribuidora
1692,10637,1309,2078.08,2236270.472,,1.03904,118268.04,116189.95999999999,Farmacias Regia,Cedis,Medicinas Rosario
1692,10738,1350,1031.23,2415216.712,,0.515615,55218.04,54186.81,Farmacias Regia,Cedis,Pharmaceutix
1692,10761,1358,2364.06521366,1958550.652,,1.1820326068300002,161855.94,159491.87478634,Farmacias Regia,Cedis,Dilopsan
1710,10267,1150,650.35789712,236457.882,1.0,0.32517894856,3780.01,3129.6521028800003,Farmacias GP,Matriz,Grupo Privarez
1710,10269,1152,13231.08,283411.855,1.0,6.61554,55383.875,42152.795,Farmacias GP,Matriz,Farmaceuticos Tenorio
1710,10273,1156,25799.84,169550.14,0.0,12.89992,42781.782,16981.942,Farmacias GP,Matriz,Almacen de Drogas
1710,10276,1159,13756.5792,295093.004,1.0,6.8782896000000004,29807.149,16050.569800000001,Farmacias GP,Matriz,Diefsa Distribuidora
1710,10281,1164,12016.38,70908.592,1.0,6.00819,33610.167,21593.787000000004,Farmacias GP,Matriz,Farmadepot
1710,10637,1309,3918.1,225831.62,,1.95905,23812.511,19894.411,Farmacias GP,Matriz,Medicinas Rosario
1710,10738,1350,3216.0099999999998,344980.939,,1.6080050000000001,15284.603,12068.592999999999,Farmacias GP,Matriz,Pharmaceutix
1710,10761,1358,3311.45378015,237580.451,1.0,1.655726890075,29612.679,26301.22521985,Farmacias GP,Matriz,Dilopsan
1720,10267,1150,22044.98958824,149344.54,1.0,11.02249479412,44778.67,22733.680411759997,Farmacia Regis,Matriz,Grupo Privarez
1720,10269,1152,105772.04,286114.14,,52.88602,186987.94,81215.90000000001,Farmacia Regis,Matriz,Farmaceuticos Tenorio
1720,10273,1156,326251.71,640086.77,1.0,163.125855,418097.48,91845.76999999996,Farmacia Regis,Matriz,Almacen de Drogas
1720,10276,1159,134021.9688,405493.12,1.0,67.0109844,190544.93,56522.96119999999,Farmacia Regis,Matriz,Diefsa Distribuidora
1720,10281,1164,61708.0,161297.31,,30.854000000000003,104070.22,42362.22,Farmacia Regis,Matriz,Farmadepot
